date,uf,city,title,coment,answer,time_answer,coment_client_text,time_client,resolved,business,assessment
2019-10-18 13:34:00,SP,Cachoeira Paulista,Indignado,Tenho um estabelecimento e assim que mudei meu CNPJ passei toda a documentação para o vendedor e nunca mais voltaram para me atender.Tenho uma geladeira da coca no meu estabelecimento onde tenho colocado produtos de outra marca pois não consigo comprar. Já liguei várias vezes no 0800 e meu cadastro não está ativo.,"Bom dia, Roberto.Inicialmente, gostaríamos de nos desculpar pelo ocorrido e pelo transtorno causado.Conforme contato de nossa equipe comercial, cadastro será reativado em até 72 horas.Agradecemos a compreensão e deixamos o 0800 727 1100 da empresa à disposição.Atenciosamente,Coca-cola Femsa",2019-10-23 10:44:00,Que só resolveu porque reclamei aqui.Mas foi resolvido e estou satisfeito.,2019-10-24 20:58:00,Resolvido,Sim,10
2019-10-18 11:45:00,MG,Belo Horizonte,MÁQUINA DA COCA COLA NÃO É RETIRADA APÓS PEDIDO,"Meu nome é Vinicius e trabalho no Condomínio Origem Oasis, solicitei a retirada de um Máquina da Coca Cola Vending Machine por e-mail para o caio.bailao@kof.com.mx que atendia sobre esta máquina, fui informado que a retirada foi solicitada, fiquei cobrando durante algumas semanas mas agora nem resposta tive, o código da máquina é VMSP008034, liguei no 0800 e foi aberto protocolo 10441186, me informaram que não foi feito pedido antes de retirada, não sabem dizer quando vai ser removido. Preciso de solução e de prazo para a solução.","Bom dia, Vinicius.Inicialmente, gostaríamos de nos desculpar pelo ocorrido e pelo transtorno causado.Conforme contato de nossa equipe comercial, retirada realizada com sucesso.Agradecemos a compreensão e deixamos o 0800 727 1100 da empresa à disposição.Atenciosamente,Coca-cola Femsa",2019-10-28 10:49:00,Felizmente foi resolvido. Obrigado.,2019-11-11 18:29:00,Resolvido,Sim,10
2019-10-17 20:42:00,SP,São Paulo,Demora Para concertar a Geladeira.,"Estou com a maquina quebrada desde do dia 14/10/2019. Solicitei a concerto mas fui informado que a geladeira não esta em nome da minha empresa...Só que eu já estou com a nota de comodato desde 14/08/2019.Falam de um erro no sistema por esse motivo não foi colocado a nota em nome da minha empresa.Só que até o momento dia 17/10/2019 as 20:39 hs não tive retorno da empresa para resolver o problema ...Fico muito triste por esse tratamento muito demorado, uma vez que eu fiz o contado de comodato do mês de Agosto 2019.Já fiz 2 protocolos e até o momento nada.Deixando uma imagem de empresa despreparada para resolver algums tipo de problemas.","Bom dia, Fabio.Inicialmente, gostaríamos de nos desculpar pelo ocorrido e pelo transtorno causado.Conforme contato de nossa equipe comercial, troca de equipamento realizada.Agradecemos a compreensão e deixamos o 0800 727 1100 da empresa à disposição.Atenciosamente,Coca-cola Femsa",2019-11-04 15:04:00,Resolvido,2019-11-05 17:43:00,Resolvido,Sim,9
2019-10-17 10:57:00,SC,Florianópolis,impor preço nos comercios,a empresa fornece os produtos e o comercio e obrigado a vender pelo preço que eles empoe senao eles cortam o fornecimento do produto.mesmo que esteja com tosdos os pagamentos em dia.obrigam o comercio a vender a praticamete preço de custo sem ver impostos aluguel funcionarios que a empresa tenha que pagar visando somente o lucro para eles.,"Bom dia, Claudia.Inicialmente, gostaríamos de nos desculpar pelo ocorrido e pelo transtorno causado.Conforme contato de nossa equipe comercial, foram realizadas as devidas tratativas para normalização do seu atendimento.Agradecemos a compreensão e deixamos o 0800 727 1100 da empresa à disposição.Atenciosamente,Coca-cola Femsa",2019-10-23 10:39:00,Sem muito interrese mandam uma pessoa vigiar os estabelecimento dizendo ser uma pesquisa para verificar se o comercio esta vendendo ao preço delesBem tipo melicianos,2019-11-18 09:34:00,Não resolvido,Não,3
2019-10-17 10:12:00,RJ,Volta Redonda,"BOLETO PROTESTADO SEM AVISO R$96,08; CUSTO (SÓ CARTÓRIO E TAXAS) PARA RETIRAR PROTESTO R$106,25, PRAZO 3 MESES E 21 DIAS","VENHO MAIS UMA VEZ MOSTRAR MINHA TOTAL INSATISFAÇÃO COM A EMPRESA, POIS COMO POSSO COMPROVAR EM ANEXO, UM BOLETO DE 96,08 FOI PROTESTADO SEM QUALQUER NOTIFICAÇÃO DE QUE O BOLETO ESTAVA EM ABERTO.NO DIA 27/06/19 A EMPRESA DE COBRANÇA ENTROU EM CONTATO E PAGUEI O BOLETO QUE SE TRANSFORMOU EM R$ 133,09.DEPOIS DE MUITAS RECLAMAÇÕES EM VÁRIOS LUGARES DIA 10/10/19 A CARTA DE ANUÊNCIA (PARA DAR BAIXA NO PROTESTO) CHEGOU.SOMENTE DIA 15/10/19 O CARTÓRIO LIBEROU O PROTESTO.RESUMO: TODO ESSE DESGASTE SERIA EVITADO SE A EMPRESA TIVESSE MANDADO UM SMS, UM EMAIL OU PEDIDO PARA O VENDEDOR AVISAR...","Boa tarde, Gustavo.Inicialmente, gostaríamos de nos desculpar pelo ocorrido e pelo transtorno causado.Conforme contato de nossa equipe comercial, pagamento efetuado, a carta de anuência foi enviada dentro do período de 05 dias uteis, após longo prazo o cliente entrou em contato que o extravio o documento e foi reenviado a 2 via, sendo assim o processo foi encerrado.Agradecemos a compreensão e deixamos o 0800 727 1100 da empresa à disposição.Atenciosamente,Coca-cola Femsa",2019-10-22 16:08:00,"Disseram que enviaram em 5 dias, mas não chegou a mão de ninguém e não tem nenhuma comprovação que enviaram. Depois de eu cobrar muito e correr muito atrás foi resolvido. Levou quase 4 meses.",2019-10-25 14:24:00,Resolvido,Sim,2
2019-10-16 11:55:00,SP,São Paulo,Não tenho vendedor,Já fiz várias reclamações no 0800 sobre o atendimento não recebo as visitas que eles dizem ser de 15 em 15 dias tenho que ligar num horário específico pra me atenderem já fiquei até 30 minutos na ligação e não pude fazer o pedido porque passou o horário,"Bom dia, Diana.Inicialmente, gostaríamos de nos desculpar pelo ocorrido e pelo transtorno causado.Conforme contato de nossa equipe comercial, foram realizadas as devidas tratativas para normalização do seu atendimento.Agradecemos a compreensão e deixamos o 0800 727 1100 da empresa à disposição.Atenciosamente,Coca-cola Femsa",2019-10-23 10:29:00,bom,2019-10-28 14:59:00,Resolvido,Sim,8
2019-10-14 18:24:00,SP,São Paulo,NÃO APARECE NINGUÉM PARA ARRUMAR A GELADEIRA,"POSSUO 1 GELADEIRA COMODATADA EM MEU ESTABELECIMENTO E ESTA ENCONTRA-SE QUEBRADA HÁ 2 SEMANAS. JÁ FALEI COM O VENDEDOR E NINGUÉM APARECE PARA ARRUMAR OU RETIRAR. ESSE LIXO FICA OCUPANDO ESPAÇO DENTRO DO MEU ESTOQUE E A PORCARIA DA PORTA FICA CAINDO. SE NINGUÉM APARECER EM 2 DIAS, VOU COLOCAR NA RUA, PARA QUE OS LIXEIROS OU CARROCEIROS LEVEM EMBORA ESSA TRALHA.","Bom dia, Mario.Inicialmente, gostaríamos de nos desculpar pelo ocorrido e pelo transtorno causado.Realizei na data de hoje (16/10) contato com o Sr. Mario, o mesmo nos informou o código do equipamento ao qual precisaria de atendimento técnico e mediante confirmação de dados, foi identificado que equipamento não encontrava-se no endereço de entrega, cliente relatou que foi realizado uma movimentação do equipamento para um outro estabelecimento.Foi esclarecido ao cliente o processo de movimentação indevida contido em contrato comodato e quanto ao processo de vinculação do equipamento no novo endereço.Agradecemos a compreensão e deixamos o 0800 727 1100 da empresa à disposição.Atenciosamente,Coca-cola Femsa",2019-10-16 11:34:00,A,2019-10-21 12:44:00,Não resolvido,Não,0
2019-10-14 13:22:00,SP,São Paulo,Entrega pela metade,"Tenho estabelecimento em Ubatuba a anos compro coca cola, entrega do dia 04/10/2019 nota número 001.357.442 , no dia da entrega durante a conferência observamos a falar de mercadoria que imediatamente o entregador bem como motorista estava presentes , ao me pedir para ficar com a mercadoria dizendo que traria mais tarde , me recusei então escrivão atrás da nota o ocorrido ( tenho fotos ) , após minutos o motorista retornoeu estabelecimento pedindo para ficar com a mercadoria e todas as notas e canhotos e que assim que troucecese o restante eu devolveria os canhotos que comprovam a entrega ..sendo assim aceitei o tratado, porém hoje já dia 14/10 e só tenho promessas de que essa mercadoria vai chegar , boleto venci dia 17/10 a qual não poderá ser pago pois NAO RECEBEMOS MERCADORIA. . NO DIA 11/10 LIGUEI NA CENTRAL COCA COLA protocolo número 10423793 atendente me informou que nada pode fazer e que não consta nada de mercadoria a devolver ou abatimento em boleto .. estou neste canal para deixar claro a tentava de uma posição clara da empresa para que meu nome e CNPJ não fique imnadiplente pois NÃO EXISTE NENHUM COMPROVANTE DA ENTREGA JUNTO A COCA COLA E SE EXISTIR O MESMO FOI FALSIFICADO ..","Bom dia, Vladimir.Inicialmente, gostaríamos de nos desculpar pelo ocorrido e pelo transtorno causado.Conforme contato de nossa equipe comercial, produtos entregues.Agradecemos a compreensão e deixamos o 0800 727 1100 da empresa à disposição.Atenciosamente,Coca-cola Femsa",2019-10-16 11:00:00,Foi resolvido ..,2019-11-30 19:40:00,Resolvido,Sim,8
2019-10-13 11:58:00,SP,Sumaré,Reposição de perca de produtos.,"Minha reclamação e referente a um reclamação que fiz aqui no RA e ate o momento não foi resolvido , tive várias avarias de produto por a Coca me enviar um Freezer com defeito, trocaram de vendedor e o mesmo disse que a reclamação estaria sendo resolvida com o supervisor da are , que o mesmo estava ciente, mais ate o momento nada , nem se quer me ligou dizendo que estava ciente. Enquanto isso estou no prejuízo.Segue foto do primeiro atendimento no dia 27/04/2019","Bom dia, Luis.Inicialmente, gostaríamos de nos desculpar pelo ocorrido e pelo transtorno causado.Conforme contato de nossa equipe comercial, geladeira funcionando normalmnte.Agradecemos a compreensão e deixamos o 0800 727 1100 da empresa à disposição.Atenciosamente,Coca-cola Femsa",2019-10-16 11:28:00,"RECEBI UM CONTATO DO SUPERVISOR , PERGUNTANDO SE O FREEZER JA ESTAVA FUNCIONANDO, POREM MINHA RECLAMAÇÃO E REFERENTE AO PREJUÍZO QUE TIVE DE PRODUTO CAUSADO PELO FREEZER, DISSE QUE IRIA RESOLVER COM BONIFICAÇÕES MAIS ATE O MOMENTO NENHUMA SOLUÇÃO CONCRETA.",2019-10-21 15:03:00,Não resolvido,Não,0
2019-10-11 12:21:00,SP,Taboão da Serra,Somos tratados com descaso.,"Boa tarde! Faço compras com a Coca a mais de um ano,sempre nos atendem com descaso.Ex:Não entregam nosso pedido,não nos oferecem nenhum meio p comprarmos oq realmente precisamos.e qd compramos nao entregam nos deixando em má situação com clientes...Outra vez nos disseram q nem faz diferença o tanto q compramos,não é certo pois o pouco pode sim se tornar muito.Obrigada e gratidão mesmo pela atenção.","Bom dia, Maria.Inicialmente, gostaríamos de nos desculpar pelo ocorrido e pelo transtorno causado.Conforme contato de nossa equipe comercial, foram realizadas as devidas tratativas para normalização do seu atendimento.Agradecemos a compreensão e deixamos o 0800 727 1100 da empresa à disposição.Atenciosamente,Coca-cola Femsa",2019-10-16 10:50:00,"Muito rápido,e de bastante atenção!",2019-10-16 11:14:00,Resolvido,Sim,10
2019-10-10 13:37:00,SP,Campinas,"Meu estabelecimento está com o número do enderço errado na nota, há anos e não alteram por nada.","Tenho um Supermercado em Campinas-SP CNPJ 47.453.964/0001-59 e ah anos estamos tentando alterar o número do meu endereço que vem na nota fiscal de entrega, e nunca acontece nada... Já liguei no 0800, já falamos com os vendedores e nada.Na nota vem o numero errado 68. E o correto é o 282.Já aconteceu de ficarmos sem produtos, por conta de novos entregadores que não encontravam o estabelecimento.","Bom dia, Eduardo.Inicialmente, gostaríamos de nos desculpar pelo ocorrido e pelo transtorno causado.Conforme contato de nossa equipe comercial, foram realizadas as devidas tratativas para normalização do seu atendimento.Agradecemos a compreensão e deixamos o 0800 727 1100 da empresa à disposição.Atenciosamente,Coca-cola Femsa",2019-10-16 12:07:00,Tudo ok,2019-11-02 17:46:00,Resolvido,Sim,6
2019-10-09 15:23:00,SP,Jundiaí,"Vendedor sem conhecimento dos produtos, bonificações prometidas e exec.vendas que não resolve","A quase dois meses mais ou menos começaram meus problemas com a Coca Cola Jundiaí FEMSA quando ocorreu a troca do vendedor Dimitrius pelo Marcos no meu mercado (Mvm Coimbra Mercado).Primeiro pedido no começo de setembro não foi lançado o pedido tirado na semana por erro do vendedor que prometeu que ia chegar na quarta e depois na quinta e depois na sexta, fiquei sem a linha da coca e retornáveis justo no feriado do dia 07/09, o executivo de vendas Rafael foi informado do caso e nada consegui fazer para receber antes do feriado (sábado).Semana seguinte fiz o pedido no sábado para entregar segunda, veio normal, porém o pedido de quarta pra vir na quinta o vendedor duplicou o pedido que eu tinha feito no sábado, aí fiquei lotado de ades 1L maçã, coca zero, fanta uva 220ml, fanta guaraná 220ml e del Valles e o que eu precisava não veio.De novo o executivo de vendas Rafael ficou ciente no momento da entrega e constou que o vendedor Marcos duplicou mesmo o pedido e não lançou o certo.Enfim, foi prometido diversas bonificações para compensar meu estoque parado de itens que eu quase nem peço direito e duplicaram em menos de 3 dias.Final de setembro eu pedi ades 200ml e veio del Valle uva 200ml, erro gravíssimo, pois nem o nome é parecido e fui informado pelo Rafael que aquelas promessas de bonificação não viriam por falta de verba da coca (sério? Empresa gigante dessas?)Ontem (08/10) pedi 10 fardos de coca 2L e hoje pra minha surpresa (ou não, depois de tantos erros), veio 10 fardos de coca lata 350ml.Estou com um vendedor sem preparado nenhuma e conhecimento da linha coca cola Brasil (não sabe a diferença de del Valle fresh pra frut), onde estou pedindo a troca por outro vendedor, pode ser virtualmente, pois todo meu pedido a 4 anos eu faço pelo whats app e o vendedor passa se ele quiser.Tentei resolver com o executivo Rafael por todo esse tempo, mas não sei mais o que fazer.Não quero bonificação e nem nada, pois nunca recebi mesmo, compro valores até que altos toda semana e sempre sou informado que a coca não tem verba pra nada, mas pelo menos então que venham retirar os Ades, fantas latas 220ml e del valles que eu não pedi e devolvam o meu dinheiro.Alguém que gasta 3 a 4 mil por semana com a coca deveria ter algumas soluções para os problemas.","Bom dia, Matheus.Inicialmente, gostaríamos de nos desculpar pelo ocorrido e pelo transtorno causado.Conforme contato de nossa equipe comercial, foram realizadas as devidas tratativas para normalização do seu atendimento.Agradecemos a compreensão e deixamos o 0800 727 1100 da empresa à disposição.Atenciosamente,Coca-cola Femsa",2019-10-24 14:35:00,"Excelente, resolveram meus problemas, apenas no aguardo do novo vendedor e estará 100%, mas está tudo ok.",2019-10-24 18:50:00,Resolvido,Sim,9
2019-10-09 14:04:00,SP,Atibaia,Vendedor externo nao tem flexibilidade e muito iguinorante,Vendedor estúpido nao tem fino trato com o cliente.Ja estou caçado de ser mal tratado por essa gente,"Boa tarde, Francisco.Inicialmente, gostaríamos de nos desculpar pelo ocorrido e pelo transtorno causado.Conforme contato de nossa equipe comercial, foram realizadas as devidas tratativas para normalização do seu atendimento.Agradecemos a compreensão e deixamos o 0800 727 1100 da empresa à disposição.Atenciosamente,Coca-cola Femsa",2019-10-22 16:15:00,Não tive nenhum telefonema da coca cola,2020-01-11 14:42:00,Resolvido,Sim,10
2019-10-08 17:04:00,SP,São Vicente,Falha No Sistema e Eu Pago mais Caro,"Sistema nao gera meu pedido com desconto nao sou obrigado aceitar eu trabalho com preço sujerido na minha loja tenho um otimo relacionamento com a empresa esta açao totalmente errada e peço providencias mulher do televendas me orientou fazer uma reclamação porque e problema no sistema eu estava pagando 36,90 e pulou para 39,60","Bom dia, Jorge.Inicialmente, gostaríamos de nos desculpar pelo ocorrido e pelo transtorno causado.Conforme contato de nossa equipe comercial, foram realizadas as devidas tratativas para normalização do seu atendimento.Agradecemos a compreensão e deixamos o 0800 727 1100 da empresa à disposição.Atenciosamente,Coca-cola Femsa",2019-10-16 10:33:00,boa tarde nao tive nenhum contato da area me dizendo que tinha sido resolvido inclusive hoje 16/10/2019 o pedido veio com preço pois ja visualizei a nota no meu email e ainda por cima ja vai dar 16:00 e nao chegou o pedido na loja precisa ser arrumando logo isso porque eu vendo a 5 reais o produto preço sujerido e vou tomar mais uma semana de prejuizo ou mais porque nao houve contato com a solucao do problema,2019-10-16 15:59:00,Resolvido,Sim,5
2019-10-08 14:18:00,SP,São Paulo,Furtaram Vasilhames,"Em 28/09, recebi minha entrega normalmente pelo período da manhã, entregando diretamente nas mãos do entregador, 2 cxs de vasilhames de 2l de Coca cola. Me ausentei a tarde do comércio, e os mesmos entregadores voltaram, dizendo que eu não havia entregue os vasilhames. Meu esposo entregou sem me consultar. Qdo retornei, fui surpreendida com essa noticia. Segunda feira 30/09, liguei no 0800 para abrir minha reclamação. Terça 01/10, um supervisor de rota compareceu para saber detalhes do ocorrido. Assim que ele saiu, os entregadores [Editado pelo Reclame Aqui]s chegaram aqui, todos murchos, dizendo que iam me devolver as garrafas e as caixas. Na quarta feira 02/10, veio outra equipe de entrega, que de nada estava sabendo. No protocolo aberto no 0800 ainda não existe resposta. Preciso dos vasilhames, são caros, estão pagos e são meus. Vendedor está ciente. Tenho as placas dos [Editado pelo Reclame Aqui].","Bom dia, Marcia.Inicialmente, gostaríamos de nos desculpar pelo ocorrido e pelo transtorno causado.Conforme contato de nossa equipe comercial, mercadoria entregue.Agradecemos a compreensão e deixamos o 0800 727 1100 da empresa à disposição.Atenciosamente,Coca-cola Femsa",2019-10-16 11:42:00,Funcionários terceirizados tem essa qualidade aí. Vieram devolver quase 2 semanas depois. E o prejuízo que fiquei sem poder comprar por não ter vasilhames? A Coca Cola não fala nada? Não tem valor pra ressarcir né? Só compro mesmo pq sou obrigada. Pouca vergonha viu.,2019-10-24 08:57:00,Resolvido,Não,0
2019-10-07 10:22:00,SP,São Paulo,GELADEIRA DA COCA COLA QUEBRADA E NAO CONSEGUIMOS MANUTENÇÃO DA COCA COLA,"Protolocolo nr 10367746, Somos um posto de gasolina com mais de 55 anos sob a mesma direção, trabalhamos com seriedade e colocamos os clientes em primeiro lugar , esperamos isso da empresa COCA COLA, porém estamos com a geladeira da COCA COLA quebrada e ao ligar para pedir um suporte técnico , nos foi relatado que a geladeira não esta vinculada ao posto, abrimos o protocolo acima citado para que fosse vinculada a geladeira ao posto desde 13/09/2019 e ate agora NINGUEM tomou nenhuma providencia , tentamos com o vendedor mais de 7 vezes e nada , já ligamos mais de 05 vezes cobrando uma posição e a área comercial só nos responde que irão cobra a área responsável , aí questionamos ultima atendente JAMILE , qual seria a área responsável e a mesma não sabe informar..... como cobrarão uma posição de uma área responsável que os atendentes nem sabem qual a área responsável , precisamos resolver isso pois vendemos os produtos da COCA COLA a mais de 20 anos e os clientes estão reclamando e com razão da geladeira sem manutenção .","Bom dia, Fabio.Inicialmente, gostaríamos de nos desculpar pelo ocorrido e pelo transtorno causado.Conforme contato de nossa equipe comercial, foram realizadas as devidas tratativas para normalização do seu atendimento.Agradecemos a compreensão e deixamos o 0800 727 1100 da empresa à disposição.Atenciosamente,Coca-cola Femsa",2019-10-10 10:14:00,estavamos tentando pelas vias normais a 3 semana e NADA. Quando viemos ao Reclame aqui foi resolvido em menos de 1 semana... MUITO OBRIGADO RECLAME AQUI,2019-10-16 13:58:00,Resolvido,Sim,7
2019-10-07 09:45:00,MG,Belo Horizonte,Demora no atendimento,"No dia 15 de agosto último, fizemos o nosso cadastro para compramos os produtos da coca-cola (Protocolo 10271267) e verificarmos a possibilidade de termos uma geladeira na empresa. No dia 16, recebemos um e-mail solicitando mais informações: fotos, cnpj e a finalidade de nossa compra, no nosso caso, os produtos serão dados aos nossos colaboradores e clientes. Esse email foi respondido no próprio dia 16.A partir daí, temos ligado para a Femsa e, sempre, temos a mesma resposta: o nosso cadastro não foi analisado. Sempre fazemos uma nova reclamação sobre a demora. Mas, até hoje, não tivemos nenhuma resposta.O atendimento da Femsa é péssimo! Ninguém dá uma solução!Queremos saber se a Femsa tem interesse em vender os seus produtos para a nossa empresa. Caso contrário, queremos receber uma resposta negativa, para que possamos comprá-lo em outro lugar. Consideramos que 2 meses sejam suficientes para uma resposta.Aguardamos uma resposta.","Bom dia, Roberta.Inicialmente, gostaríamos de nos desculpar pelo ocorrido e pelo transtorno causado.Conforme contato de nossa equipe comercial, cadastro será finalizado.Agradecemos a compreensão e deixamos o 0800 727 1100 da empresa à disposição.Atenciosamente,Coca-cola Femsa",2019-10-23 10:25:00,"Depois da reclamação, recebi um contato da Coca. A partir daí, as coisas começaram a ser resolvidas.",2019-10-28 11:54:00,Resolvido,Sim,7
2019-10-03 11:54:00,SP,São Paulo,Solicitacao de geladeira de 3 portas Olá gostaria de fazer uma reclamação em relação a geladeira de 3 portas ..Já foi solicitado para o vendedor para o supervisor ja faz mais de 1 mes e vou inaugurar a loja e até o momento nao chegou. Ligo ja centr,"Você está reclamando sobre: *Solicitacao de geladeira de 3 portas Olá gostaria de fazer uma reclamação em relação a geladeira de 3 portas ..Já foi solicitado para o vendedor para o supervisor ja faz mais de 1 mes e vou inaugurar a loja e até o momento nao chegou. Ligo ja centr*.Envie agora o texto da sua reclamação. Descreva com o máximo de detalhes possível o seu problema . Como o texto é público, *não inclua dados pessoais aqui*.","Boa tarde, Jandira.Inicialmente, gostaríamos de nos desculpar pelo ocorrido e pelo transtorno causado.Conforme contato de nossa equipe comercial, equipamento será entregue dia 08/10.Agradecemos a compreensão e deixamos o 0800 727 1100 da empresa à disposição.Atenciosamente,Coca-cola Femsa",2019-10-04 14:13:00,Obrigada PELO retorno. GELADEIRA chegou no prazo informado,2019-10-09 21:50:00,Resolvido,Sim,10
2019-10-02 15:06:00,SP,São Paulo,Vendedor não visita semanalmente e manda medido incorreto,"Quando o vendedor passa no dia correto, o pedido que solicitei chega (e coisas que não pedi chega também), mas quando o vendedor não passa na semana, a gente entra em contato com ele, só que o pedido não chega, ou chega uma semana depois, ou chega produtos que eu não costumo solicitar. Gostaria que se regularizasse o meu atendimento, pq com o antigo vendedor não tinhamos problema. Só foi trocar o vendedor que começou a falta de estoque da coca cola por conta do vendedor.","Bom dia, Victor.Inicialmente, gostaríamos de nos desculpar pelo ocorrido e pelo transtorno causado.Conforme contato de nossa equipe comercial, vendedor Marco fará a visita presencial todas as terças feiras, capturando de forma correta o pedido solicitado, o mesmo foi advertido para que não aconteça esse tipo de insatisfação ao nosso cliente.Agradecemos a compreensão e deixamos o 0800 727 1100 da empresa à disposição.Atenciosamente,Coca-cola Femsa",2019-10-08 11:14:00,"Bom dia, Victor.Inicialmente, gostaríamos de nos desculpar pelo ocorrido e pelo transtorno causado.Conforme contato de nossa equipe comercial, vendedor Marco fará a visita presencial todas as terças feiras, capturando de forma correta o pedido solicitado, o mesmo foi advertido para que não aconteça esse tipo de insatisfação ao nosso cliente.Agradecemos a compreensão e deixamos o 0800 727 1100 da empresa à disposição.Atenciosamente,Coca-cola Femsa",2019-10-08 11:14:00,Resolvido,Sim,5
2019-09-30 10:21:00,PR,Paraíso do Norte,Equipe de vendas HORRÍVEL! Deplorável!!,"O primeiro vendedor ( Júnior) nem perguntou de o de era, o que iria fazer, onde, ou meu nome. Depois de uma semana, viu que estava errado o setor dele (porque eu pedi resposta) e me encaminhou para um segundo vendedor.O segundo (Marcelo, de Maringá) assim como o primeiro, apenas respostas insatisfatórias e depois de MUITOS dias. Não da pra saber se visualizou a mensagem, pra mim é covardia.Nenhum comprometimento com o cliente. NENHUM!!","Boa tarde, Mara.Inicialmente, gostaríamos de nos desculpar pelo ocorrido e pelo transtorno causado.Conforme contato de nossa equipe comercial, não identificamos o cadastro.Agradecemos a compreensão e deixamos o 0800 727 1100 da empresa à disposição.Atenciosamente,Coca-cola Femsa",2019-10-03 14:23:00,"Não encontrou o cadastro porque a equipe nem se deu ao trabalho de atender.Ficaram passando de vendedor para vendedor e não concluíram.Após essa reclamação, outro vendedor nos atendeu. E até agora não chegou o freezer que estaria liberado no primeiro mês.O atendimento de vocês tem que melhorar muito pra chegar a ser péssimo.",2019-12-05 15:58:00,Resolvido,Sim,10
2019-09-28 00:25:00,SP,Caieiras,Cadastro na fremsa Coca colaGostaria de receber a visita de um vendedorO aplicativo da coca cola não funcionaSou de Caieiras sóRua Ibiúna 307Jardim boa vistaPreciso de um freezer urgente e não consigo me cadastrar,Não recebi resposta,"Boa tarde, Nilda.Inicialmente, gostaríamos de nos desculpar pelo ocorrido e pelo transtorno causado.Conforme contato de nossa equipe comercial, cadastro realizado.Agradecemos a compreensão e deixamos o 0800 727 1100 da empresa à disposição.Atenciosamente,Coca-cola Femsa",2019-12-04 16:04:00,"Muito obrigado, recebi a visita do vendedor Rômulo e seu supervisorTudo resolvidoObrigado a todos",2019-12-04 23:36:00,Resolvido,Sim,10
2019-09-27 16:43:00,SP,Barueri,1 mes sem a visita do vendedor,"Faz mais de 1 mes que meu estabelecimento não recebe a visita do vendedor me prejudicando na falta de produtos para meus clientes, no dia 08/08 foi aberto uma manifestação sobre a vista do vendedor a qual não obtive retorno até hoje!Nata data de hoje, entrei em contato com a central as 15:30 para realizar um pedido, a qual funciona até as 16:20 ou seja 1 hora antes de encerrar praticamente, para minha surpresa fui ser atendido por um atendente as 16:30 o qual fez a confirmação do cadastro e disse que não seria possivel realizar o pedido pois já havia encerrado, essa coca cola esta de tremenda palhaçada a gente não recebe a visita do vendedor, e quando liga pra passar o pedidk fixa 1 hora esperando pra nao conseguir,","Boa tarde, Everton.Inicialmente, gostaríamos de nos desculpar pelo ocorrido e pelo transtorno causado.Conforme contato de nossa equipe comercial, foram realizadas as devidas tratativas para normalização do seu atendimento.Agradecemos a compreensão e deixamos o 0800 727 1100 da empresa à disposição.Atenciosamente,Coca-cola Femsa",2019-10-04 14:47:00,Infelizmente não recomendo pois so resolvem o problema após reclamação,2019-10-08 22:27:00,Resolvido,Sim,0
2019-09-27 10:53:00,MG,Belo Horizonte,Não recebimento mercadoria,"Cliente código 1700449239 Benjamin Antônio Martins , Belo Horizonte -MG estou me sentindo muito prejudicado pois meus pedidos saem para a rua confirmados pelo vendedor e não são entregues , vários clientes da região recebem e eu não (produto Heineken retornavel)","Boa tarde, Andre.Inicialmente, gostaríamos de nos desculpar pelo ocorrido e pelo transtorno causado.Conforme contato de nossa equipe comercial, foram realizadas as devidas tratativas para normalização do seu atendimento.Agradecemos a compreensão e deixamos o 0800 727 1100 da empresa à disposição.Atenciosamente,Coca-cola Femsa",2019-10-03 16:17:00,Foi feito o contato porém o problema ainda não foi resolvido,2019-10-04 09:32:00,Resolvido,Sim,1
2019-09-27 09:45:00,SP,Campinas,Geladeira comodato,"Gostaria de expressar minha indignação com a Femsa Coca cola pois já faz tempo que venho pedindo uma geladeira para gelar os produtos que compro semanalmente e o vendedor me diz que para ter acesso preciso comprar produtos que não saem em meu estabelecimento. Eu sou um graozinho mediante a potência que essa empresa representa, mas tenho certeza é graças à vários graozinhos como eu que essa empresa se tornou mundialmente conhecida.Só queria que a Femsa Coca cola cedesse uma geladeira para eu oferecer um produto gelado para os clientes dela mesmo.Compro toda semana um valor de $250,00 em produtos e só não compro mais por que os produtos estão quentes e acabo perdendo a venda.","Bom dia, João.Inicialmente, gostaríamos de nos desculpar pelo ocorrido e pelo transtorno causado.Conforme contato de nossa equipe comercial, como se recusa a cumprir com as normas da área comercial, fica inviável o envio de geladeira ao PDV.Agradecemos a compreensão e deixamos o 0800 727 1100 da empresa à disposição.Atenciosamente,Coca-cola Femsa",2019-10-02 11:14:00,Descaso com o cliente!!!,2019-10-02 14:00:00,Não resolvido,Não,0
