date,uf,city,title,coment,answer,time_answer,coment_client_text,time_client,resolved,business,assessment
2020-12-18 21:29:00,SP,São Paulo,15 ANOS COMPRANDO AMBEV E IMPLORANDO POR UMA GELADEIRA.,"BOA TARDE A TODOS,Somos a Casa do Norte Serra GrandeHá 15 anos essa empresa compra da ambev cervejas e refrigerantes, até hoje a ambev não nos concedeu uma Geladeira... Estou muito frustrado, pois andei em todos os bares da região que é atendido pelo mesmo vendedor e a maioria tem 2 a 5 geladeiras novas, baldes e muitos outros produtos e são apenas botecos que não gastam 15% do que nós... Gostaria de saber: um restaurante que atende 14 mil pessoas mês, 13 mil entregas deliverys, duas unidades em são paulo, não merece se quer um balde? Será que estes bares estão ganhando geladeira irregularmente? Não é possível, tenho 4 Geladeiras que comprei e paguei 5 mil em cada uma e todas estão com produtos da AMBEV, se quiser fazer uma visita fique a vontade... NÃO É POSSÍVEL QUE ESSA DIRETORIA OU GERÊNCIA NÃO VEJA ISSO... ESTOU IMPLORANDO HÁ 5 ANOS POR UMA GELADEIRA.","Olá, Marcelo. :)Enviamos as orientações de seu caso no seu e-mail cadastrado, dá uma olhadinha lá. Solicitamos que a avaliação seja realizada somente após a conclusão, para que não seja encerrado automaticamente o atendimento.Nos preocupamos com a satisfação dos nossos clientes e estamos sempre à disposição.Caso queira, a nossa Central de Atendimento está disponível no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00, juntamente com o site Parceiro Ambev.Boas vendas!Abraços,Time AmBev.",2020-12-29 10:59:00,UFA! depois de anos conseguimos uma geladeira da ambev,2021-01-29 18:41:00,Resolvido,Não,10
2020-12-18 09:42:00,RJ,Resende,Problemas com a Pontuação,"Olá, o novo aplicativo do parceiro ambev não está atualizando a Pontuação por compras feitas nem no site e nem direto com o vendedor, e também não consigo resolver pelo telefone do Suporte, toda vez que ligo fico aguardando até cair a ligação.","Olá Rodrigo,Informamos que encaminhamos o seu caso ao time responsável e tivemos a devolutiva que realizaram o estorno de sua pontuação. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Ambev ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2020-12-28 11:25:00,Satisfatório,2020-12-28 17:15:00,Resolvido,Sim,8
2020-12-17 20:03:00,SP,Itaquaquecetuba,Empresa se recusa a enviar o XML,"Estou decepcionado com a AmBev,sou cliente pessoa jurídica CNPJ 26891561000111.Compramos semanalmente, e toda entrega é uma dor de cabeça.Entregadores despreparados, sem educação.Empresa não envia os arquivos XML das respectivas notas fiscais.Já reclamei em vários canais, se quer responderam.Entregadores são tão despreparados,que não sabem o que é um arquivo XML , em pleno 2020.Quem sabem por aqui alguém tem a dignidade de resolver esse problema.","Olá Geferson,Informamos que encaminhamos o seu caso ao time de financeiro e tivemos a devolutiva que realizaram o envio de suas XMLs. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Ambev ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2020-12-18 11:55:00,"Foram enviados todos os XML anteriores!Porém continua com o mesmo problema, agora mesmo acabou de chegar a entrega,sem arquivo XML informei ao entregador que não tinha chegado, ele disse pra mim o seguinte, recebe assim ou levo de volta.Olha a petulância da equipe",2020-12-21 09:45:00,Não resolvido,Não,0
2020-12-17 18:30:00,SC,São José,Falta de respeito com o cliente,"Fiz um pedido de 3 tipos diferentes de cerveja na segunda dia 14 com entrega programada para quinta dia 17, fiquei sabendo que parte dos meus produtos não seriam entregues apenas na noite de quarta feira através de uma nota fiscal que me foi enviada por e-mail, não tive a opção de substituir o produto em falta por outro e nem ao menos recebi uma satisfação da empresa, faltaram ao respeito com o cliente e ignoraram o código de defesa do consumidor.","Olá Luis,Recebemos sua manifestação e primeiramente sentimos muito pelo ocorrido. Seu caso foi encaminhado aos responsáveis de logística onde nos informaram que suas entregas serão monitoradas para que apesar da situação atual do centro de distribuição estar com baixa produção, irão realizar o acompanhamento pessoalmente para que consigamos assegurar suas entregas.Agradecemos a compreensão e parceria.Conte também com nosso site/app Parceiro Ambev ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2020-12-21 11:14:00,Pediram desculpas mas não resolveram o meu problema,2020-12-22 20:58:00,Resolvido,Sim,6
2020-12-17 14:20:00,GO,Águas Lindas de Goiás,Disponibilidade de Frizzer,"Desde o inicio tento solicitar o empréstimo de frizzer e orientam o vendedor a falar que não tem.Na última solicitação, mandaram o vendedor informar o mesmo de novo.Informam que não tem frizer mas sempre vejo o caminhão da ambev recolher frizzer de locais próximos. Essa semana mesmo vi o caminhão passar com mais de 3 frizzers.Além da constante falta de produto, vem a falta supostamente da disponibilidade de frizzer.Protocolos: 6339176, 6497608, 6749700, 7536456, 7577535.","Olá Rodger,Informamos que encaminhamos o seu caso ao time de marketing e tivemos a devolutiva que tentaram realizar contato com o senhor via telefone, no telefone aqui cadastrado, nos dias 23 e 24/12, porém, não houve contato, após isso no dia 28/12 tentaram contato presencial no estabelecimento, mas, o mesmo estava fechando, sendo assim não foi possível dar prosseguimento a tratativa. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Ambev ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2020-12-29 10:54:00,Fui informado que um supervisor estava tentando achar a distribuidora.. Porem o mesmo não achou.. Qual seria a verdade entre os fatos?,2021-01-02 19:52:00,Não resolvido,Não,3
2020-12-17 08:09:00,SP,Embu-Guaçu,Estão cancelando meus pedidos,"Estão cancelando meus pedidos, energéticos, cerveja,na verdade são uma variedade,não acredito que todos estão faltando, estou achando que é falta de respeito com o cliente e mal gestão,sei que é difícil falar isso, também sei como é difícil estar sempre reclamando de uma empresa grande como Ambev.","Olá Marco,Informamos que encaminhamos o seu caso ao time de logística e tivemos a devolutiva que devido a pandemia, a produção de alguns produtos estão baixas, mas verificamos que sua entrega do dia 28/12 foi realizada mesmo com algumas faltas. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Ambev ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2020-12-29 10:25:00,"Ainda estão cancelando meus pedidos, uma semana antes do Natal cancelaram todos meus pedidos, espero que neste ano de 2021, tenham um pouco mais de atenção com seus clientes, minha reclamação é no intuito de ajudar , só falta uma resposta mais rápida no atendimento.",2021-01-07 18:15:00,Resolvido,Sim,10
2020-12-16 19:34:00,DF,Brasília,Falta de atendimento!,"Estou abrindo uma Distribuidora de Bebidas e venho implorando para essa empresa há mais de 2 semanas para enviar um representante até meu estabelecimento já liguei já abri solicitação pelo aplicativo e nada tive que comprar toda mercadoria inicial mais cara de terceiros, fiz pedidos pelo aplicativo não enviaram enfim pra mim é uma empresa sem compromisso com cliente que olha apenas para os grandes atacados e pouco importa com os pequenos!","Olá Paulo,Informamos que encaminhamos o seu caso ao time de vendas e tivemos a devolutiva que realizaram a visita em seu estabelecimento e suas entregas foram realizadas com sucesso. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Ambev ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2021-01-05 14:48:00,Entregaram alguns Pesisoa pela metade mas entregaram até o momento não consegui receber nenhum Pedido completo toda vez falta um tipo de mercadoria tenho que escolher o que vender em cada semana de acordo com a disponibilidade da empresa se mandar só Brahma tenho que vender só Brahma e perder clientes por falta de mercadoria sem falar no limite de 700 reais que não dá para comprar quase nada mas enfim quem sabe um dia eles consigam me enviar pelo menos um Pedido completo!,2021-01-13 09:24:00,Resolvido,Sim,6
2020-12-16 15:27:00,MG,Uberaba,Trocaram a forma de pagamento sem me avisar e não entregam nem com pagamento em dinheiro,"Tenho um ponto de venda e infelizmente sofro com o atendimento precário prestado pela AMBEV a cervejaria pratica um verdadeiro abuso pois, alterou minha forma de pagamento que antes era por boleto bancário com prazo sem qualquer aviso prévio e agora aparece a informação no site de que possuo limite mas a forma de pagamento a prazo não me é disponibilizada. Já abri vários protocolos de atendimento na empresa mas ninguém me ajuda. Além do mais sofro com a falta de produtos pois, não recebo a quantidade de visitas necessárias para atender minha demanda de vendas e no site a única forma de o pagamento disponibilizada é dinheiro sendo que com o vendedor posso comprar com cheque á vista. Mesmo efetuando compras pelo site no dinheiro ou com o vendedor meus pedidos são cortados ficando sem produtos para trabalhar enquanto que no comércio vizinho há entregas diariamente que partem do mesmo CDD. Peço que providências sejam tomadas com intuito de sanar meu problema pois, sou cliente da empresa mesmo antes de se tonar AMBEV e acredito que como qualquer cliente mereço respeito. Informação de créditoLimite de créditoR$2.575,00Crédito disponívelR$2.575,00Saldo atualR$0,00Saldo em atrasoR$0,00Termos de crédito--Estes são os dados que aparecem na tela do site","Olá Marlon,Informamos que encaminhamos o seu caso ao time financeiro e tivemos a devolutiva que realizaram as análises referente a sua solicitação, onde foi aprovado boleto dois dias. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Ambev ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2020-12-21 14:56:00,A empresa prontamente verificou o erro e solucionou EM PARTE porém o prazo que antes era de 4 dias S/AD não foi reestabelecido e sim 2 dias. Solicitei por INBOX o prazo de 4 dias mas não tenho retorno do setor responsável mesmo pagando meus boletos de 2 DIAS em dia. POR FAVOR RESOLVAM O PROBLEMA.,2021-01-06 14:31:00,Não resolvido,Não,0
2020-12-16 15:20:00,PE,Jaboatão dos Guararapes,LIMITE,"Boa tarde tenho uma loja de bebidas sou cliente da Ambev a um tempo e estou precisando de limite de credito para minhas vendas no final do ano sou parceiro do zé Delivery a demanda é muito grande e o limite de compra disponibilizado é muito pouco, gostaria que fosse verificado a possibilidade de um aumento de pelo menos 2 mil reais ,esse valor a mais no meu limite já me ajudaria e muito, por favor me ajudem essa plataforma do zé Delivery está sendo a salvação para os meus negócios porem preciso da ajuda de vocês para que tenhamos ainda mais vendas pois esse limite que temos hoje é muito pouco CPF CADASTRADO É 093.989.754-75 M N COMERCIO DE BEBIDAS, MAURICIO GUEDES DE AGUIAR.","Olá Natália,Informamos que encaminhamos o seu caso ao time de financeiro e tivemos a devolutiva que seu limite de crédito foi alterado. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Ambev ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2020-12-17 09:01:00,Muito obrigada pelaAjuda por hora esse limite vai me ajudarQue Deus abençoe vcs,2020-12-17 17:52:00,Resolvido,Sim,10
2020-12-16 12:47:00,PA,Belém,"EMPRESA EM FALHA, COBRANDO DIVIDA QUE NÃO EXISTE","A empresa ambev ao realizar a entrega no dia 05/12/2020, não gerou boleto devido problemas tecnicos por parte deles, o que acasionou no pagemento das mercadorias em dinheiro, no dia 07/12/2020, manda uma mensagem dizendo que houve problema na mgeração do boleto porém, o mesmo ja estava disponivel,sendo que paguei em dinheiro pois não apareceu boleto disponivel no site, abri reclamação eles me passaram que constatram o erro e até o momento não deram baixa no boleto me prejudicando, pois fiquei impossibilitado de realizar pedido.Meu cadastro encontra-se bloqueado por erro por parte da empresa.","Olá Osvaldo,Informamos que encaminhamos o seu caso ao time de financeiro e tivemos a devolutiva que realizaram as devidas tratativas. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Bees ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2021-03-15 13:35:00,Bom,2021-03-15 18:42:00,Resolvido,Sim,7
2020-12-15 20:08:00,GO,Cocalzinho de Goiás,Falta de mercadoria,"No site/sistema que solicita toda a mercadoria não consta as mercadorias que estão em falta. Daí você solicita para uma próxima entrega que sempre demora e não vem a mercadoria solicitada ou muitas vezes faltando mais da metade do pedido. Quando finalmente alguém atende pelo 0800 diz que mais de 60% das mercadorias estão em falta. Complicado mercadoria faltando no meu estabelecimento, e eles não tem resposta pra nada.","Olá Yara,Informamos que encaminhamos o seu caso ao time responsável e tivemos a devolutiva que realizaram contato para a tratativa de sua manifestação. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Ambev ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2020-12-21 10:28:00,Agradeço o contato. E quero parabenizar o atendimento do Henrique muito prestativo. Me explicou a situação e resolveu meu problema o mais breve possível.,2020-12-21 11:04:00,Resolvido,Sim,10
2020-12-15 18:55:00,SP,São Paulo,Nao entregam os produtos,É inadmissível a falta de profissionalismo da empresa! Tem um produto de altíssima demanda só que falham miseravelmente no atendimento aos clientes! Como podem deixar de entregar mais de 5 pedidos seguidos? Se não conseguem atender a demanda lamentem o acesso aos produtos! Te juro que se não precisasse dos produtos não compraria nunca mais da empresa! Beira o ridículo o atendimento do setor comercial. Pelo que vejo a direção da empresa não está nem aí pra reclamação dos clientes são um bando de incompententes! Só o Brasil uma empresa tão ruim consegue virar esse gigante!,"Olá Fabio,Informamos que encaminhamos o seu caso ao time de logística e tivemos a devolutiva que realizaram a correção de suas entregas. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Ambev ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2020-12-21 10:42:00,"Fico triste em ter que vir até aqui para resolver o problema, porém já foi resolvido e voltaram a entregar",2020-12-21 11:54:00,Resolvido,Sim,10
2020-12-15 18:41:00,AC,Rio Branco,Espera demorada por telefone,"Parei de fazer pedidos após um pedido ter sido cancelado e não terem me avisado. Porém ao tentar usar novamente o aplicativo Parceiro Bees, minha conta está bloqueada.","Olá Ronier,Informamos que encaminhamos o seu caso ao time responsável e tivemos a devolutiva que realizaram o desbloqueio de seu cadastro. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Ambev ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2020-12-23 13:01:00,Ok,2021-06-29 11:55:00,Resolvido,Sim,8
2020-12-15 12:43:00,SP,São Paulo,"Aplicativo com valor diferenciado da NF, mau atendimento, etc.","Olá Ambev,Venho relatar minha total insatisfação com os serviços prestador pela empresa.Cabe ressaltar que no dia 09.09.20 abri cadastro no Portal Parceiro Ambev e após muita reclamação seja através do 0800 e do ReclameAqui que somente no dia 28/10/20 recebi a visita do vendedor Ciro Gabriel e desde este dia os problemas só se multiplicam.Segue abaixo a relação de problemas que estamos enfrentando:- FORMA DE PAGAMENTODesde a visita do vendedor estamos aguardando a liberação da forma de FORMA DE PAGAMENTO para BOLETO. O vendedor já tentou me auxiliar diversas vezes, já liguei no 0800 outros diversas vezes, já encaminhei diversos e-mails com os documentos solicitados e nada é feito, desta forma, SOLICITO A LIBERAÇÃO DA OPÇÃO PARA PAGAMENTO VIA BOLETO.- DIVERGÊNCIA DE VALOR DO APLICATIVO PARA NFSolicitei compra através do aplicativo e no dia 30.11.20 (segunda-feira) foi realizado a entrega, porém, no aplicativo constava o valor total de R$ 273,80 e a NF veio com o valor de R$ 278,91, ao questionar o vendedor (no mesmo dia da entrega, 30.11.20) o mesmo disse que resolveria a questão até o dia da visita (quarta-feira, dia 02.12.20), porém nada foi feito.Segui fazendo minhas solicitações de compra, até que no dia 14.12.20 passei pelo mesmo problema, a compra no aplicativo deu o valor de R$ 1468,30, porém a soma de todas as NF ficou em R$ 1479,12, ao questionador o vendedor o mesmo disse que não poderia fazer nada e que eu deveria ligar no 0800 e assim fizemos (protocolo 755467), porém segundo a atendente somente no dia 08.01.21 que o financeiro entrara em contato para resolver o assunto. Isso é um total descaso com o cliente, sendo assim, SOLICITO A RESOLUÇÃO DESSE PROBLEMA URGENTEMENTE.- PREÇOS PROMOCIONAIS NO APLICATIVONo aplicativo Bees (amarelo) consta algumas promoções, porém, este não permite inserir as quantidades desejadas no carrinho de compras, ao questionar o vendedor mais uma vez disse que não poderia fazer nada, que eu deveria procurar o 0800. Ao ligar no 0800 e simplesmente os atendentes desligam a ligação tornando impossível registar o problema. Sendo assim, solicito retorno.","Olá Susana,Informamos que encaminhamos o seu caso ao time responsável e tivemos a devolutiva que estão buscando uma solução para a sua manifestação. Estamos acompanhando e assim que houver uma tratativa entraremos em contato. Sentimos muito pelo ocorrido e estamos à disposição para quaisquer dúvidas.Pedimos para que não realize a avaliação até que possamos concluir seu caso.Conte também com nosso site/app Parceiro Ambev ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Boas vendas!Abraços,Time AmBev.",2021-02-09 10:02:00,"Os problemas relatados foram resolvidos gradualmente, sendo a questão de divergência de valores resolvida somente no dia 06.03. Gostaria que a empresa fosse mais atenciosa com os estabelecimentos.",2021-03-09 15:14:00,Resolvido,Sim,6
2020-12-15 12:14:00,SP,Taubaté,erro no cadastro de novo cliente,"Boa tarde!Estou a dias tentando cadastrar meu ponto de vendas pelo aplicativo Parceiro Ambev e da erro, preciso comprar mercadoria da empresa e não estou conseguindo. Liguei no 0800 e dizem q vão passar p suporte mas tbm nada resolvido. Disseram que só depois do cadastro q um vendedor entra em contato comigo, mas se eu conseguisse fazer o cadastro pelo menos já estava bom. Problema no app e no 0800, assim fica difícil comprar da Ambev, devia ser facilitado o atendimento, mas só dificultam.","Olá Carmem,Informamos que encaminhamos o seu caso ao time responsável e tivemos a devolutiva que realizaram seu cadastro com sucesso. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Ambev ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2020-12-28 11:55:00,otimo,2021-02-10 10:24:00,Resolvido,Sim,8
2020-12-15 11:30:00,DF,Brasília,Estorno de Pontuação,"Mas uma vez problema no estorno dos meus pontos. Inaceitável toda vez eu ter que abrir reclamação para fazer o estorno da minha pontuação.Fiz um pedido no dia 05/12 usando meus pontos, produto nao chegou e vcs não fizeram o estorno dos meus pontos, abri chamado através do aplicativo concluiriam o chamado sem resolver o problema. Aplicativo de péssima qualidade, horrível sem transparência para o cliente.ID do pedido 9000265581Pontos 31,500Meus CNJP 37.524.898/0001-07Segue os prints","Olá Marcello,Informamos que encaminhamos o seu caso ao time responsável e tivemos a devolutiva que realizaram o estorno de sua pontuação. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Ambev ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2020-12-18 15:57:00,fizeram o estorno dos meus pontos,2020-12-23 16:11:00,Resolvido,Sim,6
2020-12-15 10:11:00,RJ,Rio de Janeiro,PEDIDO BLOQUEADO,"Somos um Posto de Gasolina e já trabalhamos com a Ambev há anos.No final de novembro/2020, recebemos o caminhão da empresa com as mercadorias solicitadas. Ocorre que um dos funcionários, ao carregar os produtos, deixou cair malas de bebida no chão, danificando em torno de 20 (vinte) latas, por culpa exclusivamente do entregador. Diante do ocorrido, imediatamente tentamos entrar em contato com a empresa para explicar a situação e negociar a troca posterior das bebidas danificadas, porém sem sucesso na tentativa de contato. Ressaltamos que estávamos dispostos a receber a mercadoria normalmente, com a condição da entrega dos produtos perdidos em uma outra oportunidade.Como não conseguimos contato, fomos obrigados a devolver toda a mercadoria, fazendo questão de escrever no verso da nota o motivo pelo qual o pedido estava sendo devolvido.Por fim, não recebemos mais nenhum retorno da Ambev e quando ligamos para saber o status do pedido, para nossa surpresa, nos informaram que nosso cadastro estava bloqueado.Já estamos em torno de 20 (vinte) dias tentando esclarecer a situação e cada dia nos informam um prazo diferente para a regularização do problema. Enquanto isso, nossos pedidos estão travados, interrompendo as vendas e nos causando prejuízo.","Olá Eduardo,Conforme informamos, seu cadastro foi desbloqueado dia 15/12 e está disponível para que realize pedidos. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Ambev ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2020-12-18 16:11:00,"O atendimento foi solucionado, porém gerou um estresse com a demora para resolver. Foram feitas diversas ligações e a cada ligação era nos passado informações de prazo diferente.",2020-12-19 13:46:00,Resolvido,Sim,7
2020-12-14 19:32:00,SP,Itu,Cadastro bloqueado,"Fiz meu cadastro no site do parceiro AmBev no dia 28/11/2020 porém desde concluí o cadastro no momento em que realizei o login me apareceu uma notificação informando que meu cadastro está bloqueado no mesmo dia entrei em contato no 0800 887 1111 para abrir um chamado, informei ao atendente tudo o que houve, o mesmo registrou o chamado e pediu para aguardar dois dias úteis, passou do prazo e não resolveram nada então entrei em contato novamente e quando fui consultar o atendente me informou que o meu chamado estava registrado para a reativação da conta, porém não solicitei este chamado, logo concluí que o atendente fez o chamado errado e pedi para este atendente realizar um chamado para desbloqueio do cadastro, o mesmo realizou o chamado e pediu para aguardar novamente o prazo de 2 dias úteis, passaram mais dias e não resolveram nada, entrei em contato para consultar o meu chamado e me informaram que meu cadastro estava bloqueado porque eu não enviei os documentos de cadastro, mas aí que está eu enviei sim no ato do meu cadastro, a atendente me informou um e-mail onde segundo ela eu teria que enviar os documentos com o número do protocolo que é o: 7490748 e aguardar o prazo de 3 dias úteis para atualização do cadastro o email é o: cadastropdv.ambev@teleperformance.com.br assim que passou do prazo os atendentes me informaram que meu chamado em continua em aberto e pedem para eu aguardar, porém estou me sentindo muito [Editado pelo Reclame Aqui] pois ninguém me dá maiores informações e não estão ajudando e o prazo que já foi vencido há dias e eles não desbloqueiam o meu cadastro eu só quero uma solução. Estou aqui para registrar a minha insatisfação e solicitando uma solução para o meu problema.","Olá José,Informamos que se encontra ativo e disponível para que realize seus pedidos. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Ambev ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2020-12-21 09:55:00,"Bom, mas demorado.",2020-12-21 15:39:00,Resolvido,Sim,8
2020-12-14 19:26:00,SP,São Paulo,descaso com os pequenos comerciantes,"TODA VEZ QUE VOU COMPRA BEBIDAS COM A AMBV E UMA TORTURA O APP NUNCA TEM PRECOS ATUALIZADOS, VENDEDOR NUNCA PASSOU EM MEU ESTABELECIMENTO, E POR TEL TENHO QUE FICAR DUAS HORAS NO TEL PRA FALAR COM ATENDENTE , E POR DUAS VEZES FIZ PEDIDO PELO APP A PROPRIA AMBEV CANCELA MEU PEDIDO SEM MOTIVO APARENTE ELES NEM NOTIFICA O CLIENTE FIQUEI ESPERANDO A MERCADORIA E QUNDO OLHEI NO APP TINHA SIDO CANCELA ISSO JA ACONTECEU DUAS VEZES ACHO UM DESCASO, NA ULTIMA VEZ PEDI RESGASTE DOS PONTOS ADQUERINDO SKOL 269 ENTRO OUTRO PEDIDOS COMO GUARANA, RED BULL, ORIGINAL 600 TUDO FOI CANCELADO POR ELES E MEUS PONTIS SUMIU, ESTOU MUITO DESGOSTOSA POIS NUNCA POSSO CONFIAR NA EMPRESA, PRECISO SAIR CORRENDO ATRAS DE ADEGA PARA NÃO DEIXAR MEU CLIENTES NA MAONÃO AGUENTO ESSE DESCASSO","Olá, Gislaine. :)Enviamos as orientações de seu caso no seu e-mail cadastrado, dá uma olhadinha lá. Solicitamos que a avaliação seja realizada somente após a conclusão, para que não seja encerrado automaticamente o atendimento.Nos preocupamos com a satisfação dos nossos clientes e estamos sempre à disposição.Caso queira, a nossa Central de Atendimento está disponível no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00, juntamente com o site Parceiro Ambev.Boas vendas!Abraços,Time AmBev.",2020-12-21 10:35:00,"Nada foi resolvido, apenas um e-mail com o cancelamento que ja havia acontecido, não houve esclarecimento e sim resposta automática.",2020-12-22 17:50:00,Não resolvido,Não,0
2020-12-14 17:45:00,MA,São Luís,demora para concluir protocolo,"meu estabelecimento mudou de pv para deposito de venda para atacado,ou seja a venda de bebidas e para consumo fora do estabelecimento.entrei em contato com a ambev e solicitei a troca de endereço e a reativação do cadastro.acontece que os operadores não conclui os protocolos.peço com urgencia que atenda a meu pedido de alterar a categoria dos preços a alteração do endereço e a reativação do cadastro.obg.","Olá Eduardo,Conforme conversamos, o seu segmento e seu endereço já constam corretamente em sistema. Quanto ao seu cadastro no CPF, o mesmo não pode estar ativo devido a duplicidade com o CNPJ, que está disponível para que realize seus pedidos. Ficamos felizes em auxiliar no esclarecimento de seu caso.Conte também com nosso site/app Parceiro Ambev ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2020-12-23 11:51:00,solucionou em 50%.,2021-01-13 14:52:00,Resolvido,Sim,9
2020-12-14 14:31:00,RJ,Rio de Janeiro,AMBEV DEBITOU OS PONTOS MAS NÃO ENTREGOU A BONIFICAÇÃO,"No dia 22 de Outubro de 2020 fiz um resgate de 9.100 pontos referente a 2 dúzias de litrão SKOL 990ML, os pontos foram debitados da conta mas os produtos não foram enviados, já abri duas reclamações pelo APP do parceiro mas não me responderam, o vendedor disse que também não consegue resolver e diante disso só me resta tentar uma solução por aqui.Aguardo contato!Código PDV 4343Feira de Santana - Bahia.","Olá Meyke,Informamos que encaminhamos o seu caso ao time responsável e tivemos a devolutiva que realizaram o estorno de sua pontuação. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Ambev ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2020-12-29 11:06:00,"Problema resolvido, agradeço a atenção.",2020-12-29 11:15:00,Resolvido,Sim,10
