DATA,FORNECEDOR,DESTINO,ESTADO/MUNICIPIO,TIPO,QUANTIDADE,VALOR/R$,DESTINATARIO,UF,DATA DE ENTREGA,ESPERA/DIA
2021-02-26 00:00:00,KTK,Pernambuco,MUNICIPIO,TRANSPORTE,3,60000.0,SMS de TORITAMA,PE,2021-02-26 00:00:00,0
2021-02-26 00:00:00,KTK,Pernambuco,MUNICIPIO,TRANSPORTE,1,20000.0,SMS de ALIANCA,PE,2021-02-26 00:00:00,0
2021-02-26 00:00:00,KTK,Pernambuco,MUNICIPIO,TRANSPORTE,2,40000.0,SMS de LAJEDO,PE,2021-02-26 00:00:00,0
2021-02-26 00:00:00,KTK,Pernambuco,MUNICIPIO,TRANSPORTE,2,40000.0,SMS de CUMARU,PE,2021-02-26 00:00:00,0
2021-02-26 00:00:00,KTK,Pernambuco,MUNICIPIO,TRANSPORTE,2,40000.0,SMS de MACAPARANA,PE,2021-02-26 00:00:00,0
2021-03-13 00:00:00,KTK,Pernambuco,MUNICIPIO,TRANSPORTE,2,40000.0,SMS de AFRÂNIO ,PE,2021-03-16 00:00:00,3
2021-03-13 00:00:00,KTK,Pernambuco,MUNICIPIO,TRANSPORTE,10,200000.0,SMS de PETRÔLANDIA ,PE,2021-03-16 00:00:00,3
2021-03-13 00:00:00,KTK,Pernambuco,MUNICIPIO,TRANSPORTE,5,100000.0,SMS de PETRÔLANDIA ,PE,2021-03-16 00:00:00,3
2021-03-17 00:00:00,LIFEMED,Pernambuco,MUNICIPIO,UTI,2,120000.0,SMS de SÃO JOSÉ DA COROA GRANDE,PE,2021-03-20 00:00:00,3
2021-03-19 00:00:00,HORTRON,Pernambuco,MUNICIPIO,UTI,3,180000.0,SMS de RIBEIRÃO,PE,2021-03-23 00:00:00,4
2021-03-19 00:00:00,HORTRON,Pernambuco,MUNICIPIO,UTI,1,60000.0,SMS de DORMENTES ,PE,2021-03-23 00:00:00,4
2021-03-19 00:00:00,HORTRON,Pernambuco,MUNICIPIO,UTI,1,60000.0, SMS de AFRÂNIO ,PE,2021-03-23 00:00:00,4
2021-03-19 00:00:00,HORTRON,Pernambuco,MUNICIPIO,UTI,3,180000.0,SMS de LAGOA DOS GATOS,PE,2021-03-23 00:00:00,4
2021-03-19 00:00:00,INSPIRAR,Pernambuco,MUNICIPIO,UTI,3,180000.0,HOSPITAL DE CAMPANHA SANTA CRUZ DO CAPIBARIBE ,PE,2021-03-23 00:00:00,4
2021-03-24 00:00:00,INSPIRAR,Pernambuco,MUNICIPIO,UTI,1,60000.0,SMS de SAO VICENTE FERRER,PE,2021-03-26 00:00:00,2
2021-03-24 00:00:00,INSPIRAR,Pernambuco,MUNICIPIO,UTI,10,600000.0,SMS de PETROLINA,PE,2021-03-29 00:00:00,5
2021-03-24 00:00:00,INSPIRAR,Pernambuco,MUNICIPIO,UTI,2,120000.0,SMS de TUPARETAMA,PE,2021-03-27 00:00:00,3
2021-03-29 00:00:00,LIFEMED,Pernambuco,MUNICIPIO,UTI,2,120000.0,SMS de TRIUNFO,PE,2021-04-04 00:00:00,6
2021-03-29 00:00:00,LIFEMED,Pernambuco,MUNICIPIO,UTI,2,120000.0,HOSPITAL MARIA RAFAEL DE SIQUEIRA,PE,2021-05-04 00:00:00,36
2021-04-16 00:00:00,LIFEMED,Pernambuco,MUNICIPIO,UTI,2,120000.0,UNIDADE DE PRONTO ATENDIMENTO MESTRE CAMARÃO,PE,2021-04-19 00:00:00,3
2021-04-16 00:00:00,LIFEMED,Pernambuco,MUNICIPIO,UTI,3,180000.0, UNIDADE MISTA OLILIA MENDONCA SOUTO MAIOR ,PE,2021-04-19 00:00:00,3
2021-04-16 00:00:00,LIFEMED,Pernambuco,MUNICIPIO,UTI,2,120000.0,HOSPITAL MUNICIPAL DAS VERTENTES ,PE,2021-04-19 00:00:00,3
2021-04-16 00:00:00,LIFEMED,Pernambuco,MUNICIPIO,UTI,2,120000.0, HOSPITAL DE CAMPANHA DE POMBOS ,PE,2021-04-19 00:00:00,3
2021-04-16 00:00:00,LIFEMED,Pernambuco,MUNICIPIO,UTI,2,120000.0,HOSPITAL REGIONAL INACIO DE SA ,PE,2021-04-19 00:00:00,3
2020-04-06 00:00:00,VYAIRE,Piaui,MUNICIPIO,UTI,5,300000.0,Secretaria Municipal de Saúde (Parnaíba),PI,2020-06-06 00:00:00,61
2020-04-06 00:00:00,MAGNAMED,Piaui,MUNICIPIO,TRANSPORTE,5,241450.0,Secretaria Municipal de Saúde (Parnaíba),PI,2020-06-06 00:00:00,61
2020-06-16 00:00:00,MAGNAMED,Piaui,ESTADO,TRANSPORTE,10,482900.0,Secretaria Estadual de Saúde,PI,2020-06-19 00:00:00,3
2020-06-16 00:00:00,VYAIRE,Piaui,ESTADO,UTI,10,600000.0,Secretaria Estadual de Saúde,PI,2020-06-19 00:00:00,3
2020-07-07 00:00:00,VYAIRE,Piaui,MUNICIPIO,UTI,10,600000.0,PICOS - HOSPITAL JUSTINO LUZ,PI,2020-07-16 00:00:00,9
2020-07-07 00:00:00,VYAIRE,Piaui,MUNICIPIO,UTI,10,600000.0,TERESINA - HOSPITAL GETÚLIO VARGAS,PI,2020-07-17 00:00:00,10
2020-07-17 00:00:00,VYAIRE,Piaui,ESTADO,UTI,8,480000.0,TERESINA - Secretaria Estadual de Saúde  ,PI,2020-07-31 00:00:00,14
2020-07-17 00:00:00,KTK,Piaui,ESTADO,TRANSPORTE,24,480000.0,TERESINA - Secretaria Estadual de Saúde  ,PI,2020-07-31 00:00:00,14
2020-07-17 00:00:00,KTK,Piaui,MUNICIPIO,TRANSPORTE,2,40000.0,BOCAÍNA - Secretaria Municipal de Saúde ,PI,2020-07-31 00:00:00,14
2020-07-17 00:00:00,KTK,Piaui,MUNICIPIO,TRANSPORTE,2,40000.0,CASTELO DO PIAUI - Secretaria Municipal de Saúde ,PI,2020-07-31 00:00:00,14
2020-07-17 00:00:00,KTK,Piaui,MUNICIPIO,TRANSPORTE,2,40000.0,JAICOS DO PIAUI- Secretaria Municipal de Saúde ,PI,2020-07-31 00:00:00,14
2020-07-17 00:00:00,KTK,Piaui,MUNICIPIO,TRANSPORTE,2,40000.0,PALMEIRAIS DO PIAUI- Secretaria Municipal de Saúde ,PI,2020-07-31 00:00:00,14
2020-07-17 00:00:00,MAGNAMED,Piaui,MUNICIPIO,TRANSPORTE,1,48290.0,SÃO PEDRO DO PIAUI- Secretaria Municipal de Saúde ,PI,2020-07-31 00:00:00,14
2020-07-17 00:00:00,KTK,Piaui,MUNICIPIO,TRANSPORTE,1,20000.0,SÃO PEDRO DO PIAUI- Secretaria Municipal de Saúde ,PI,2020-07-31 00:00:00,14
2020-08-14 00:00:00,VYAIRE,Piaui,MUNICIPIO,UTI,5,300000.0,SECR MUN DE SAUDE DE PIRIPIRIPI,PI,2020-08-19 00:00:00,5
2020-08-14 00:00:00,MAGNAMED,Piaui,MUNICIPIO,TRANSPORTE,2,96580.0,SECR MUN DE SAUDE DE  JOAQUIM PIRESPI,PI,2020-08-19 00:00:00,5
2020-08-14 00:00:00,VYAIRE,Piaui,MUNICIPIO,UTI,5,300000.0,SMS de Barras,PI,2020-08-19 00:00:00,5
2020-09-21 00:00:00,KTK,Piaui,MUNICIPIO,TRANSPORTE,1,20000.0,SECR MUN DE SAUDE DE VALENCA DO PIAUIPI,PI,2020-09-28 00:00:00,7
2020-09-24 00:00:00,KTK,Piaui,MUNICIPIO,TRANSPORTE,1,20000.0,SMS DE PARNAIBA,PI,2020-09-30 00:00:00,6
2020-09-24 00:00:00,KTK,Piaui,MUNICIPIO,TRANSPORTE,1,20000.0,SECR MUN DE SAUDE DE MARCOLANDIA  PI,PI,2020-09-30 00:00:00,6
2020-09-24 00:00:00,KTK,Piaui,MUNICIPIO,TRANSPORTE,2,40000.0,SECR MUN DE SAUDE DE CARIDADE DO PIAUI,PI,2020-09-30 00:00:00,6
2020-11-20 00:00:00,KTK,Piaui,MUNICIPIO,TRANSPORTE,3,60000.0,SMS DE PARNAIBA,PI,2020-11-25 00:00:00,5
2021-01-28 00:00:00,VYAIRE,Piaui,MUNICIPIO,UTI,10,600000.0,HOSPITAL GETULIO VARGAS,PI,2021-01-29 00:00:00,1
2021-01-28 00:00:00,VYAIRE,Piaui,MUNICIPIO,UTI,40,2400000.0,SECRETARIA MUNICIPAL DE SAUDE DE TERESIN,PI,2021-01-29 00:00:00,1
2021-01-03 00:00:00,KTK,Piaui,MUNICIPIO,TRANSPORTE,10,200000.0,HOSPITAL GETULIO VARGAS,PI,2021-03-03 00:00:00,59
2021-03-13 00:00:00,LIFEMED,Piaui,MUNICIPIO,UTI,10,600000.0,HOSPITAL GETULIO VARGAS ,PI,2021-03-16 00:00:00,3
2021-03-17 00:00:00,LIFEMED,Piaui,ESTADO,UTI,15,900000.0,SES PIAU,PI,2021-03-22 00:00:00,5
2021-03-21 00:00:00,INSPIRAR,Piaui,ESTADO,UTI,15,900000.0,SMS de Teresina ,PI,2021-03-23 00:00:00,2
2020-04-18 00:00:00,VYAIRE,Parana,ESTADO,UTI,10,600000.0,Secretaria Estadual de Saúde,PR,2020-04-19 00:00:00,1
2020-04-18 00:00:00,MAGNAMED,Parana,ESTADO,TRANSPORTE,10,482900.0,Secretaria Estadual de Saúde,PR,2020-04-19 00:00:00,1
2020-06-20 00:00:00,LEISTUNG,Parana,MUNICIPIO,UTI,100,6000000.0,Secretaria Municipal de Saúde (Curitiba),PR,2020-06-20 00:00:00,0
2020-06-26 00:00:00,MAGNAMED,Parana,MUNICIPIO,TRANSPORTE,2,96580.0,Secretaria Municipal de Saúde (ANDIRÁ),PR,2020-06-28 00:00:00,2
2020-06-26 00:00:00,VYAIRE,Parana,MUNICIPIO,UTI,2,120000.0,Secretaria Municipal de Saúde (ANDIRÁ),PR,2020-06-28 00:00:00,2
2020-06-26 00:00:00,MAGNAMED,Parana,MUNICIPIO,TRANSPORTE,2,96580.0,Secretaria Municipal de Saúde (AROPATI),PR,2020-06-28 00:00:00,2
2020-06-26 00:00:00,VYAIRE,Parana,MUNICIPIO,UTI,2,120000.0,Secretaria Municipal de Saúde (AROPATI),PR,2020-06-28 00:00:00,2
2020-06-26 00:00:00,MAGNAMED,Parana,MUNICIPIO,TRANSPORTE,2,96580.0,Secretaria Municipal de Saúde (CASTRO),PR,2020-06-28 00:00:00,2
2020-06-26 00:00:00,VYAIRE,Parana,MUNICIPIO,UTI,2,120000.0,Secretaria Municipal de Saúde (CASTRO),PR,2020-06-28 00:00:00,2
2020-06-26 00:00:00,MAGNAMED,Parana,MUNICIPIO,TRANSPORTE,2,96580.0,Secretaria Municipal de Saúde (IBAITI),PR,2020-06-30 00:00:00,4
2020-06-26 00:00:00,VYAIRE,Parana,MUNICIPIO,UTI,2,120000.0,Secretaria Municipal de Saúde (IBAITI),PR,2020-06-30 00:00:00,4
2020-06-26 00:00:00,MAGNAMED,Parana,MUNICIPIO,TRANSPORTE,5,241450.0,Secretaria Municipal de Saúde (LONDRINA),PR,2020-06-28 00:00:00,2
2020-06-26 00:00:00,VYAIRE,Parana,MUNICIPIO,UTI,5,300000.0,Secretaria Municipal de Saúde (LONDRINA),PR,2020-06-28 00:00:00,2
2020-06-26 00:00:00,MAGNAMED,Parana,MUNICIPIO,TRANSPORTE,10,482900.0,Secretaria Municipal de Saúde  (MARINGÁ),PR,2020-06-28 00:00:00,2
2020-06-26 00:00:00,VYAIRE,Parana,MUNICIPIO,UTI,10,600000.0,Secretaria Municipal de Saúde  (MARINGÁ),PR,2020-06-28 00:00:00,2
2020-06-26 00:00:00,MAGNAMED,Parana,MUNICIPIO,TRANSPORTE,2,96580.0,Secretaria Municipal de Saúde (PARANAVAÍ),PR,2020-06-28 00:00:00,2
2020-06-26 00:00:00,VYAIRE,Parana,MUNICIPIO,UTI,2,120000.0,Secretaria Municipal de Saúde (PARANAVAÍ),PR,2020-06-28 00:00:00,2
2020-06-26 00:00:00,MAGNAMED,Parana,MUNICIPIO,TRANSPORTE,2,96580.0,Secretaria Municipal de Saúde (PATO BRANCO),PR,2020-06-28 00:00:00,2
2020-06-26 00:00:00,VYAIRE,Parana,MUNICIPIO,UTI,2,120000.0,Secretaria Municipal de Saúde (PATO BRANCO),PR,2020-06-28 00:00:00,2
2020-04-07 00:00:00,VYAIRE,Parana,MUNICIPIO,UTI,1,60000.0,Secretaria Municipal de Saúde  (Toledo),PR,2020-06-07 00:00:00,61
2020-04-07 00:00:00,MAGNAMED,Parana,MUNICIPIO,TRANSPORTE,1,48290.0,Secretaria Municipal de Saúde  (Toledo),PR,2020-06-07 00:00:00,61
2020-04-07 00:00:00,VYAIRE,Parana,MUNICIPIO,UTI,5,300000.0,Secretaria Municipal de Saúde (Campo Mourão),PR,2020-05-07 00:00:00,30
2020-04-07 00:00:00,KTK,Parana,MUNICIPIO,TRANSPORTE,5,100000.0,Secretaria Municipal de Saúde (Campo Mourão),PR,2020-05-07 00:00:00,30
2020-04-07 00:00:00,VYAIRE,Parana,MUNICIPIO,UTI,2,120000.0,Secretaria Municipal de Saúde  (Ponta Grossa),PR,2020-05-07 00:00:00,30
2020-04-07 00:00:00,KTK,Parana,MUNICIPIO,TRANSPORTE,1,20000.0,Secretaria Municipal de Saúde  (Ponta Grossa),PR,2020-05-07 00:00:00,30
2020-07-07 00:00:00,VYAIRE,Parana,MUNICIPIO,UTI,2,120000.0,Ponta Grossa - Hospital Universitário  de Ponta Grossa,PR,2020-09-07 00:00:00,62
2020-07-07 00:00:00,MAGNAMED,Parana,MUNICIPIO,TRANSPORTE,1,48290.0,Ponta Grossa - Hospital Universitário  de Ponta Grossa,PR,2020-09-07 00:00:00,62
2020-10-07 00:00:00,MAGNAMED,Parana,MUNICIPIO,TRANSPORTE,40,1931600.0,CURITIBA - Secretaria Municipal de Saúde,PR,2020-11-07 00:00:00,31
2020-10-07 00:00:00,VYAIRE,Parana,MUNICIPIO,UTI,40,2400000.0,CURITIBA - Secretaria Municipal de Saúde,PR,2020-11-07 00:00:00,31
2020-10-07 00:00:00,MAGNAMED,Parana,MUNICIPIO,TRANSPORTE,4,193160.0,PARANAGUÁ - Secretaria Municipal de Saúde,PR,2020-12-07 00:00:00,61
2020-10-07 00:00:00,VYAIRE,Parana,MUNICIPIO,UTI,4,240000.0,PARANAGUÁ - Secretaria Municipal de Saúde,PR,2020-12-07 00:00:00,61
2020-10-07 00:00:00,MAGNAMED,Parana,ESTADO,TRANSPORTE,61,2945690.0,CURITIBA - Secretaria Estadual de Saúde,PR,2020-12-07 00:00:00,61
2020-10-07 00:00:00,VYAIRE,Parana,ESTADO,UTI,53,3180000.0,CURITIBA - Secretaria Estadual de Saúde,PR,2020-12-07 00:00:00,61
2020-07-17 00:00:00,MAGNAMED,Parana,MUNICIPIO,TRANSPORTE,1,48290.0,RIBEIRAO CLARO - Secretaria Municipal de Saúde ,PR,2020-07-22 00:00:00,5
2020-07-17 00:00:00,MAGNAMED,Parana,MUNICIPIO,TRANSPORTE,1,48290.0,BANDEIRANTES - Secretaria Municipal de Saúde ,PR,2020-07-22 00:00:00,5
2020-07-17 00:00:00,MAGNAMED,Parana,MUNICIPIO,TRANSPORTE,1,48290.0,CORNELIO PROCOPIO - Secretaria Municipal de Saúde ,PR,2020-07-22 00:00:00,5
2020-07-17 00:00:00,MAGNAMED,Parana,MUNICIPIO,TRANSPORTE,1,48290.0,PITANGA - Secretaria Municipal de Saúde ,PR,2020-07-22 00:00:00,5
2020-07-17 00:00:00,MAGNAMED,Parana,MUNICIPIO,TRANSPORTE,1,48290.0,CARLOPOLIS - Secretaria Municipal de Saúde ,PR,2020-07-22 00:00:00,5
2020-07-17 00:00:00,MAGNAMED,Parana,MUNICIPIO,TRANSPORTE,1,48290.0,JACAREZINHO - Secretaria Municipal de Saúde ,PR,2020-07-22 00:00:00,5
2020-07-17 00:00:00,MAGNAMED,Parana,MUNICIPIO,TRANSPORTE,2,96580.0,SANTO ANTONIO DA PLATINA - Secretaria Municipal de Saúde ,PR,2020-07-22 00:00:00,5
2020-07-17 00:00:00,MAGNAMED,Parana,MUNICIPIO,TRANSPORTE,1,48290.0,CAMBARA - Secretaria Municipal de Saúde ,PR,2020-07-22 00:00:00,5
2020-07-17 00:00:00,MAGNAMED,Parana,MUNICIPIO,TRANSPORTE,1,48290.0,FIGUEIRA - Secretaria Municipal de Saúde ,PR,2020-07-22 00:00:00,5
2020-08-14 00:00:00,MAGNAMED,Parana,MUNICIPIO,TRANSPORTE,1,48290.0,SMS de SANTA FE,PR,2020-08-15 00:00:00,1
2020-08-14 00:00:00,MAGNAMED,Parana,MUNICIPIO,TRANSPORTE,1,48290.0,SMS de VENTANIA,PR,2020-08-16 00:00:00,2
2020-08-14 00:00:00,MAGNAMED,Parana,MUNICIPIO,TRANSPORTE,2,96580.0,SMS de PIRAI DO SUL,PR,2020-08-19 00:00:00,5
2020-08-14 00:00:00,VYAIRE,Parana,MUNICIPIO,UTI,1,60000.0,SMS de PIRAI DO SUL,PR,2020-08-19 00:00:00,5
2020-08-14 00:00:00,MAGNAMED,Parana,MUNICIPIO,TRANSPORTE,1,48290.0,SMS de MORRETES,PR,2020-08-19 00:00:00,5
2020-08-14 00:00:00,MAGNAMED,Parana,MUNICIPIO,TRANSPORTE,1,48290.0,SMS de TELEMACO BORBA,PR,2020-08-16 00:00:00,2
2020-08-14 00:00:00,VYAIRE,Parana,MUNICIPIO,UTI,2,120000.0,SMS de TELEMACO BORBA,PR,2020-08-16 00:00:00,2
2020-08-14 00:00:00,MAGNAMED,Parana,MUNICIPIO,TRANSPORTE,2,96580.0,SMS de UMUARAMA,PR,2020-08-16 00:00:00,2
2020-08-14 00:00:00,MAGNAMED,Parana,MUNICIPIO,TRANSPORTE,2,96580.0,SMS de MIRASELVA,PR,2020-08-19 00:00:00,5
2020-08-14 00:00:00,MAGNAMED,Parana,MUNICIPIO,TRANSPORTE,2,96580.0,SMS de ASTORGA,PR,2020-08-16 00:00:00,2
2020-08-14 00:00:00,VYAIRE,Parana,MUNICIPIO,UTI,4,240000.0,SMS de LARANJEIRAS DO SUL,PR,2020-08-19 00:00:00,5
2020-08-14 00:00:00,MAGNAMED,Parana,MUNICIPIO,TRANSPORTE,2,96580.0,SMS de NOVA ESPERANCA,PR,2020-08-19 00:00:00,5
2020-08-14 00:00:00,VYAIRE,Parana,MUNICIPIO,UTI,1,60000.0,SMS de GUARATUBA,PR,2020-08-19 00:00:00,5
2020-08-14 00:00:00,MAGNAMED,Parana,MUNICIPIO,TRANSPORTE,1,48290.0,SMS de PRUDENTOPOLIS,PR,2020-08-16 00:00:00,2
2020-08-14 00:00:00,MAGNAMED,Parana,MUNICIPIO,TRANSPORTE,1,48290.0,SMS de MANDAGUACU,PR,2020-08-16 00:00:00,2
2020-08-14 00:00:00,MAGNAMED,Parana,MUNICIPIO,TRANSPORTE,1,48290.0,SMS de IRATI,PR,2020-08-16 00:00:00,2
2020-08-21 00:00:00,VYAIRE,Parana,MUNICIPIO,UTI,2,120000.0,SMS de PONTA GROSSA,PR,2020-08-24 00:00:00,3
2020-08-21 00:00:00,MAGNAMED,Parana,MUNICIPIO,TRANSPORTE,1,48290.0,SMS de JUSSARA,PR,2020-08-24 00:00:00,3
2020-08-21 00:00:00,MAGNAMED,Parana,MUNICIPIO,TRANSPORTE,3,144870.0,SMS de COLORADO,PR,2020-08-25 00:00:00,4
2020-09-21 00:00:00,KTK,Parana,MUNICIPIO,TRANSPORTE,1,20000.0,SMS de WENCESLAU BRAZ,PR,2020-09-23 00:00:00,2
2020-09-21 00:00:00,KTK,Parana,MUNICIPIO,TRANSPORTE,2,40000.0,SMS de GRANDES RIOS,PR,2020-09-26 00:00:00,5
2020-09-21 00:00:00,LEISTUNG,Parana,MUNICIPIO,UTI,2,120000.0,SMS de CAPANEMA,PR,2020-09-28 00:00:00,7
2020-09-21 00:00:00,KTK,Parana,MUNICIPIO,TRANSPORTE,1,20000.0,SMS de FLORIDA,PR,2020-09-26 00:00:00,5
2020-09-21 00:00:00,LEISTUNG,Parana,MUNICIPIO,UTI,1,60000.0,SMS de FLORIDA,PR,2020-09-26 00:00:00,5
2020-09-21 00:00:00,KTK,Parana,MUNICIPIO,TRANSPORTE,2,40000.0,SMS de JAGUAPITA,PR,2020-09-26 00:00:00,5
2020-09-21 00:00:00,KTK,Parana,MUNICIPIO,TRANSPORTE,5,100000.0,SMS de RIO NEGRO,PR,2020-09-24 00:00:00,3
2020-09-21 00:00:00,LEISTUNG,Parana,MUNICIPIO,UTI,5,300000.0,SMS de RIO NEGRO,PR,2020-09-24 00:00:00,3
2020-09-21 00:00:00,LEISTUNG,Parana,MUNICIPIO,UTI,1,60000.0,SMS de IBIPORA,PR,2020-09-27 00:00:00,6
2020-09-24 00:00:00,KTK,Parana,MUNICIPIO,UTI,2,120000.0,SMS de GUAIRA,PR,2020-09-28 00:00:00,4
2020-09-24 00:00:00,VYAIRE LTV 2200 USA,Parana,MUNICIPIO,TRANSPORTE USA,1,63125.97,SMS de GUAIRA,PR,2020-09-28 00:00:00,4
2020-08-10 00:00:00,VYAIRE LTV 2200 USA,Parana,ESTADO,TRANSPORTE USA,20,1262519.4,5o Batalhao de Suprimento,PR,2020-10-17 00:00:00,68
2020-08-10 00:00:00,MAGNAMED,Parana,ESTADO,UTI,4,240000.0,5o Batalhao de Suprimento,PR,2020-10-17 00:00:00,68
2020-10-16 00:00:00,MAGNAMED,Parana,MUNICIPIO,UTI,1,60000.0,SMS de WENCESLAU BRAZ,PR,2020-10-21 00:00:00,5
2020-10-26 00:00:00,VYAIRE LTV 2200 USA,Parana,MUNICIPIO,TRANSPORTE USA,2,126251.94,SMS de ASTORGA,PR,2020-10-29 00:00:00,3
2020-11-20 00:00:00,MAGNAMED,Parana,MUNICIPIO,UTI,3,180000.0,SECRETARIA MUNICIPAL DE SAUDE DE TOLEDO,PR,2020-11-26 00:00:00,6
2020-11-20 00:00:00,MAGNAMED,Parana,MUNICIPIO,UTI,2,120000.0,SMS de UNIAO DA VITORIA,PR,2020-11-28 00:00:00,8
2020-11-20 00:00:00,VYAIRE LTV 2200 USA,Parana,MUNICIPIO,TRANSPORTE USA,2,126251.94,SMS de APUCARANA,PR,2020-11-25 00:00:00,5
2020-11-20 00:00:00,MAGNAMED,Parana,MUNICIPIO,UTI,3,180000.0,SMS de APUCARANA,PR,2020-11-25 00:00:00,5
2020-11-20 00:00:00,VYAIRE LTV 2200 USA,Parana,MUNICIPIO,TRANSPORTE USA,2,126251.94,Almox Central da SMS de Curitiba,PR,2020-11-25 00:00:00,5
2020-11-20 00:00:00,MAGNAMED,Parana,MUNICIPIO,UTI,2,120000.0,Almox Central da SMS de Curitiba,PR,2020-11-25 00:00:00,5
2020-11-20 00:00:00,MAGNAMED,Parana,MUNICIPIO,UTI,2,120000.0,Almoxarifado SMS de Guarapuava,PR,2020-11-28 00:00:00,8
2020-11-20 00:00:00,VYAIRE LTV 2200 USA,Parana,MUNICIPIO,TRANSPORTE USA,5,315629.85,SMS de TELEMACO BORBA,PR,2020-11-27 00:00:00,7
2020-11-20 00:00:00,MAGNAMED,Parana,MUNICIPIO,UTI,2,120000.0,SMS de TELEMACO BORBA,PR,2020-11-27 00:00:00,7
2020-11-20 00:00:00,VYAIRE LTV 2200 USA,Parana,MUNICIPIO,TRANSPORTE USA,1,63125.97,Almox Central da SMS de Curitiba,PR,2020-11-24 00:00:00,4
2020-11-20 00:00:00,VYAIRE LTV 2200 USA,Parana,MUNICIPIO,TRANSPORTE USA,1,63125.97,Almox Central da SMS de Curitiba,PR,2020-11-25 00:00:00,5
2020-11-20 00:00:00,MAGNAMED,Parana,MUNICIPIO,UTI,1,60000.0,Almox Central da SMS de Curitiba,PR,2020-11-25 00:00:00,5
2020-11-20 00:00:00,VYAIRE LTV 2200 USA,Parana,MUNICIPIO,TRANSPORTE USA,1,63125.97,SMS de CORNELIO PROCOPIO,PR,2020-11-24 00:00:00,4
2020-11-20 00:00:00,MAGNAMED,Parana,MUNICIPIO,UTI,1,60000.0,SMS de CORNELIO PROCOPIO,PR,2020-11-24 00:00:00,4
2020-11-20 00:00:00,MAGNAMED,Parana,ESTADO,UTI,20,1200000.0,SES do Parana,PR,2020-11-22 00:00:00,2
2020-11-20 00:00:00,VYAIRE LTV 2200 USA,Parana,MUNICIPIO,TRANSPORTE USA,1,63125.97,SMS de PIEN,PR,2020-11-28 00:00:00,8
2020-11-20 00:00:00,VYAIRE LTV 2200 USA,Parana,MUNICIPIO,TRANSPORTE USA,2,126251.94,SMS de PONTA GROSSA,PR,2020-11-27 00:00:00,7
2020-11-20 00:00:00,MAGNAMED,Parana,MUNICIPIO,UTI,2,120000.0,SMS de PONTA GROSSA,PR,2020-11-27 00:00:00,7
2020-11-20 00:00:00,MAGNAMED,Parana,MUNICIPIO,UTI,1,60000.0,SMS de GOIOERE,PR,2020-11-26 00:00:00,6
2020-11-20 00:00:00,VYAIRE LTV 2200 USA,Parana,MUNICIPIO,TRANSPORTE USA,3,189377.91,Almox Central da SMS de Curitiba,PR,2020-11-25 00:00:00,5
2020-11-20 00:00:00,MAGNAMED,Parana,MUNICIPIO,UTI,3,180000.0,Almox Central da SMS de Curitiba,PR,2020-11-25 00:00:00,5
2020-11-20 00:00:00,VYAIRE LTV 2200 USA,Parana,MUNICIPIO,TRANSPORTE USA,1,63125.97,SMS de CAMBE,PR,2020-11-25 00:00:00,5
2020-11-20 00:00:00,MAGNAMED,Parana,MUNICIPIO,UTI,1,60000.0,SMS de CAMBE,PR,2020-11-25 00:00:00,5
2020-11-20 00:00:00,VYAIRE LTV 2200 USA,Parana,MUNICIPIO,TRANSPORTE USA,2,126251.94,SMS de LONDRINA,PR,2020-11-24 00:00:00,4
2020-11-20 00:00:00,MAGNAMED,Parana,MUNICIPIO,UTI,6,360000.0,SMS de LONDRINA,PR,2020-11-24 00:00:00,4
2020-11-20 00:00:00,VYAIRE LTV 2200 USA,Parana,MUNICIPIO,TRANSPORTE USA,1,63125.97,SMS de COLORADO,PR,2020-11-25 00:00:00,5
2020-11-20 00:00:00,MAGNAMED,Parana,MUNICIPIO,UTI,2,120000.0,SMS de COLORADO,PR,2020-11-25 00:00:00,5
2020-11-20 00:00:00,VYAIRE LTV 2200 USA,Parana,MUNICIPIO,TRANSPORTE USA,1,63125.97,SMS de ROLANDIA,PR,2020-11-25 00:00:00,5
2020-11-20 00:00:00,MAGNAMED,Parana,MUNICIPIO,UTI,2,120000.0,Almox Central da SMS de Curitiba,PR,2020-11-24 00:00:00,4
2020-11-20 00:00:00,VYAIRE LTV 2200 USA,Parana,MUNICIPIO,TRANSPORTE USA,4,252503.88,SMS de UMUARAMA,PR,2020-11-26 00:00:00,6
2020-11-20 00:00:00,MAGNAMED,Parana,MUNICIPIO,UTI,2,120000.0,SMS de UMUARAMA,PR,2020-11-26 00:00:00,6
2020-11-20 00:00:00,VYAIRE LTV 2200 USA,Parana,MUNICIPIO,TRANSPORTE USA,1,63125.97,SMS de IVAIPORA,PR,2020-11-27 00:00:00,7
2020-11-20 00:00:00,MAGNAMED,Parana,MUNICIPIO,UTI,1,60000.0,SMS de IVAIPORA,PR,2020-11-27 00:00:00,7
2020-11-26 00:00:00,VYAIRE,Parana,MUNICIPIO,UTI,50,3000000.0,SECRETARIA MUNICIPAL DE SAÚDE DE CURITIBA,PR,2020-11-27 00:00:00,1
2020-08-12 00:00:00,LEISTUNG,Parana,MUNICIPIO,UTI,100,6000000.0,SECRETARIA MUNICIPAL DE SAUDE DE CURITIBA,PR,2020-10-12 00:00:00,61
2020-12-23 00:00:00,VYAIRE,Parana,MUNICIPIO,UTI,3,180000.0,HOSPITAL LUIZA BORBA CARNEIRO,PR,2020-12-28 00:00:00,5
