DATA,FORNECEDOR,DESTINO,ESTADO/MUNICIPIO,TIPO,QUANTIDADE,valor_(r$),DESTINATARIO,UF,DATA DE ENTREGA
2021-02-26,KTK,Rio Grande Do Norte,MUNICIPIO,TRANSPORTE,40,8.0E7,SES RIO GRANDE DO NORTE,RN,2021-02-26T00:00:00.000-03:00
2020-10-26,KTK,Tocantins,MUNICIPIO,TRANSPORTE,2,4000000.0,SMS DE ITACAJA,TO,2020-11-04T00:00:00.000-02:00
2020-06-16,VYAIRE,Bahia,ESTADO,UTI,27,1.62E8,SECRETARIA ESTADUAL DE SAÚDE,BA,2020-06-17T00:00:00.000-03:00
2020-06-26,MAGNAMED,Ceara,MUNICIPIO,TRANSPORTE,1,4829000.0,SECRETARIA MUNICIPAL DE SAÚDE (SANTA QUITÉRIA),CE,2020-07-01T00:00:00.000-03:00
2020-07-07,VYAIRE,Goias,MUNICIPIO,UTI,6,3.6E7,JATAÍ - HOSPITAL DAS CLINICAS DR. SERAFIM DE CARVALHO,GO,2020-07-13T00:00:00.000-03:00
2020-07-31,LEISTUNG,Minas Gerais,MUNICIPIO,UTI,1,6000000.0,SMS DE DORES DO INDAIA,MG,2020-08-07T00:00:00.000-03:00
2020-07-31,KTK,Minas Gerais,MUNICIPIO,TRANSPORTE,1,2000000.0,SMS DE PITANGUI,MG,2020-08-07T00:00:00.000-03:00
2021-03-19,LIFEMED,Minas Gerais,MUNICIPIO,UTI,11,6.6E7,SMS DE MONTES CLAROS,MG,2021-03-22T00:00:00.000-03:00
2020-07-17,VYAIRE,Mato Grosso,MUNICIPIO,UTI,7,4.2E7,CACERES - SECRETARIA MUNICIPAL DE SAÚDE,MT,2020-07-25T00:00:00.000-03:00
2021-03-13,KTK,Paraiba,MUNICIPIO,TRANSPORTE,4,8000000.0,SMS DE SÃO JOÃO DO RIO DO PEIXE,PB,2021-03-16T00:00:00.000-03:00
2020-06-26,VYAIRE,Piaui,MUNICIPIO,UTI,10,6.0E7,SECRETARIA MUNICIPAL DE SAÚDE (TERESINA),PI,2020-07-01T00:00:00.000-03:00
2020-06-26,VYAIRE,Parana,MUNICIPIO,UTI,10,6.0E7,SECRETARIA MUNICIPAL DE SAÚDE  (MARINGÁ),PR,2020-06-28T00:00:00.000-03:00
2021-03-29,LIFEMED,Parana,MUNICIPIO,UTI,5,3.0E7,HOSPITAL SAO RAFAEL,PR,2021-03-31T00:00:00.000-03:00
2020-07-07,MAGNAMED,Rio Grande Do Sul,MUNICIPIO,TRANSPORTE,2,9658000.0,TAQUARA - HOSPITAL BOM JESUS,RS,2020-07-11T00:00:00.000-03:00
2020-08-27,MAGNAMED,Rio Grande Do Sul,MUNICIPIO,UTI,3,1.8E7,SMS DE ROSARIO DO SUL,RS,2020-09-01T00:00:00.000-03:00
2020-08-09,MAGNAMED,São Paulo,MUNICIPIO,TRANSPORTE,2,9658000.0,SECR MUN DE SAUDE DE SALESOPOLIS  SP,SP,2020-08-11T00:00:00.000-03:00
2021-03-04,KTK,São Paulo,MUNICIPIO,TRANSPORTE,15,3.0E7,SMS DE PRESIDENTE PRUDENTE SP,SP,2021-03-06T00:00:00.000-03:00
2020-08-14,VYAIRE,Bahia,MUNICIPIO,UTI,2,1.2E7,SMS DE SERRA DO RAMALHO,BA,2020-08-18T00:00:00.000-03:00
2020-08-21,VYAIRE,Bahia,MUNICIPIO,UTI,2,1.2E7,SMS DE CANAPOLIS,BA,2020-08-27T00:00:00.000-03:00
2020-07-10,MAGNAMED,Ceara,MUNICIPIO,TRANSPORTE,1,4829000.0,ITAPIÚNA - SECRETARIA  MUNICIPAL DE SAÚDE,CE,2020-07-15T00:00:00.000-03:00
2020-07-17,KTK,Espirito Santo,ESTADO,TRANSPORTE,25,5.0E7,VITORIA - SECRETARIA ESTADUAL DE SAÚDE,ES,2020-07-22T00:00:00.000-03:00
2020-08-21,MAGNAMED,Espirito Santo,MUNICIPIO,TRANSPORTE,1,4829000.0,SMS DE BOM JESUS DO NORTE,ES,2020-08-28T00:00:00.000-03:00
2020-07-24,KTK,Minas Gerais,MUNICIPIO,TRANSPORTE,5,1.0E7,BELO HORIZONTE - SECRETARIA MUNICIPAL DE SAÚDE,MG,2020-08-03T00:00:00.000-03:00
2021-02-10,VYAIRE LTV 2200 USA,Minas Gerais,MUNICIPIO,TRANSPORTE USA,5,3.1562984E7,SMS DE COROMANDEL,MG,2021-02-12T00:00:00.000-02:00
2020-09-04,KTK,Rio De Janeiro,MUNICIPIO,TRANSPORTE,4,8000000.0,SMS DE RIO DE JANEIRO,RJ,2020-09-11T00:00:00.000-03:00
2021-01-05,VYAIRE,Amazonas,ESTADO,UTI,38,2.28E8,SECRETARIA ESTADUAL DE SAÚDE DO AMAZONAS,AM,2021-01-06T00:00:00.000-02:00
2020-06-26,MAGNAMED,Bahia,MUNICIPIO,TRANSPORTE,1,4829000.0,SECRETARIA MUNICIPAL DE SAÚDE (ITAMARAJU),BA,2020-07-01T00:00:00.000-03:00
2020-08-14,MAGNAMED,Goias,MUNICIPIO,TRANSPORTE,3,1.4487E7,SMS DE INHUMAS,GO,2020-08-20T00:00:00.000-03:00
2020-08-21,VYAIRE,Mato Grosso Do Sul,MUNICIPIO,UTI,2,1.2E7,SECRETARIA MUN DE SAUDE DE DOURADOS,MS,2020-08-28T00:00:00.000-03:00
2020-10-08,WEG,Paraiba,MUNICIPIO,UTI,1,6000000.0,SMS DE SOUSA,PB,2020-10-19T00:00:00.000-02:00
2020-08-14,MAGNAMED,Parana,MUNICIPIO,TRANSPORTE,1,4829000.0,SMS DE TELEMACO BORBA,PR,2020-08-16T00:00:00.000-03:00
2021-03-29,LIFEMED,Parana,MUNICIPIO,UTI,2,1.2E7,PRONTO ATENDIMENTO 24 HORAS,PR,2021-03-31T00:00:00.000-03:00
2020-06-26,MAGNAMED,Rio De Janeiro,MUNICIPIO,TRANSPORTE,4,1.9316E7,SECRETARIA MUNICIPAL DE SAÚDE (RIO BONITO),RJ,2020-07-02T00:00:00.000-03:00
2020-08-09,VYAIRE,Rio Grande Do Sul,MUNICIPIO,UTI,1,6000000.0,SECR MUN DE SAUDE DE PEDRO OSORIO  RS,RS,2020-08-15T00:00:00.000-03:00
2020-09-21,LEISTUNG,Bahia,MUNICIPIO,UTI,2,1.2E7,SMS DE NOVA SOURE,BA,2020-09-28T00:00:00.000-03:00
2021-03-25,KTK,Ceara,MUNICIPIO,TRANSPORTE,5,1.0E7,CASA DE SAÚDE ADILIA MAR,CE,2021-03-30T00:00:00.000-03:00
2021-02-18,VYAIRE,Minas Gerais,MUNICIPIO,UTI,2,1.2E7,PRONTO SOCORRO MUNICIPAL DR SEBASTIAO MACHADO,MG,2021-02-21T00:00:00.000-03:00
2020-05-09,MAGNAMED,Rio De Janeiro,ESTADO,TRANSPORTE,4,1.9316E7,ALMOXARIFADO ESTADUAL DE MEDICAMENTOS - RIO DE JANEIRO,RJ,2020-05-09T00:00:00.000-03:00
2020-05-17,LEISTUNG,Rio De Janeiro,ESTADO,UTI,10,6.0E7,HOSPITAL GERAL DO BOM SUCESSO,RJ,2020-05-18T00:00:00.000-03:00
2020-05-24,LEISTUNG/VYAIRE,Rio De Janeiro,ESTADO,UTI,20,1.2E8,LABORATÓRIO QUÍMICO FARMACÊUTICO DE AERONÁUTICA,RJ,2020-05-25T00:00:00.000-03:00
2020-07-31,LEISTUNG,Rio Grande Do Sul,MUNICIPIO,UTI,20,1.2E8,SMS DE PORTO ALEGRE,RS,2020-08-05T00:00:00.000-03:00
2020-04-10,MAGNAMED-REQUISIÇÃO,Amazonas,ESTADO,TRANSPORTE,10,4.829E7,HOSPITAL PRONTO SOCORRO DA ZONA NORTE DELPHINA DE ABDEL DE AZZIS,AM,2020-04-23T00:00:00.000-03:00
2021-01-15,KTK,Minas Gerais,MUNICIPIO,TRANSPORTE,1,2000000.0,FUNDACAO MINAS NOVAS - HOSPITAL DR. BADARO JUNIOR,MG,2021-01-21T00:00:00.000-02:00
2020-05-21,VYAIRE,Para,ESTADO,UTI,20,1.2E8,SECRETARIA ESTADUAL DE SAÚDE,PA,2020-05-22T00:00:00.000-03:00
2020-06-04,MAGNAMED,Paraiba,ESTADO,TRANSPORTE,10,4.829E7,SECRETARIA ESTADUAL DE SAÚDE,PB,2020-06-06T00:00:00.000-03:00
2021-04-16,LIFEMED,Paraiba,MUNICIPIO,UTI,1,6000000.0,HOSPITAL MUNICIPAL DRODILON MAIA FILHO,PB,2021-04-20T00:00:00.000-03:00
2021-02-26,KTK,Pernambuco,MUNICIPIO,TRANSPORTE,2,4000000.0,SMS DE MACAPARANA,PE,2021-02-26T00:00:00.000-03:00
2020-09-04,KTK,Piaui,MUNICIPIO,TRANSPORTE,1,2000000.0,SECR. MUN. DE SAUDE DE UNIAO,PI,2020-09-09T00:00:00.000-03:00
2020-07-31,KTK,Parana,MUNICIPIO,TRANSPORTE,1,2000000.0,SMS DE SENGES,PR,2020-08-06T00:00:00.000-03:00
2020-05-24,MAGNAMED,Rio De Janeiro,ESTADO,TRANSPORTE,51,2.46279008E8,FIOCRUZ,RJ,2020-05-25T00:00:00.000-03:00
2021-04-16,LIFEMED,Rio De Janeiro,MUNICIPIO,UTI,2,1.2E7,SMS DE IGUABA GRANDE,RJ,2021-04-17T00:00:00.000-03:00
2020-07-04,VYAIRE,Rio Grande Do Norte,MUNICIPIO,UTI,5,3.0E7,SECRETARIA MUNICIPAL DE SAÚDE (PARNAMIRIN),RN,2020-07-06T00:00:00.000-03:00
2020-07-31,KTK,Rio Grande Do Norte,MUNICIPIO,TRANSPORTE,5,1.0E7,SMS DE MACAU,RN,2020-08-08T00:00:00.000-03:00
2020-07-17,MAGNAMED,São Paulo,MUNICIPIO,TRANSPORTE,3,1.4487E7,SANTA ISABEL  - SECRETARIA MUNICIPAL DE SAÚDE,SP,2020-07-21T00:00:00.000-03:00
2020-07-07,VYAIRE,Tocantins,MUNICIPIO,UTI,7,4.2E7,GURUPI - HOSPITAL REGIONAL DE GURUPI,TO,2020-07-14T00:00:00.000-03:00
2021-02-18,KTK,Amapa,ESTADO,TRANSPORTE,4,8000000.0,CENTRAL SAMU,AP,2021-02-23T00:00:00.000-03:00
2020-07-07,VYAIRE,Bahia,MUNICIPIO,UTI,3,1.8E7,PAULO AFONSO - NAIR ALVES,BA,2020-07-14T00:00:00.000-03:00
2020-06-26,MAGNAMED,Minas Gerais,MUNICIPIO,TRANSPORTE,5,2.4145E7,SECRETARIA MUNICIPAL DE SAÚDE - UBERABA,MG,2020-07-01T00:00:00.000-03:00
2021-01-22,VYAIRE,Minas Gerais,MUNICIPIO,UTI,10,6.0E7,HOSPITAL EVANGELICO DE CARANGOLA,MG,2021-01-26T00:00:00.000-02:00
2020-06-04,VYAIRE,Para,MUNICIPIO,UTI,9,5.4E7,SECRETARIA MUNICIPAL DE SAÚDE (CASTANHAL),PA,2020-06-06T00:00:00.000-03:00
2020-06-26,MAGNAMED,Paraiba,MUNICIPIO,TRANSPORTE,4,1.9316E7,SECRETARIA MUNICIPAL DE SAÚDE (SOUSA),PB,2020-07-02T00:00:00.000-03:00
2020-06-26,VYAIRE,Pernambuco,MUNICIPIO,UTI,1,6000000.0,SECRETARIA MUNICIPAL DE SAÚDE (BOM JARDIM),PE,2020-06-30T00:00:00.000-03:00
2021-03-19,INSPIRAR,Pernambuco,MUNICIPIO,UTI,3,1.8E7,HOSPITAL DE CAMPANHA SANTA CRUZ DO CAPIBARIBE,PE,2021-03-23T00:00:00.000-03:00
2020-05-16,MAGNAMED,Rio De Janeiro,ESTADO,TRANSPORTE,10,4.829E7,FIOCRUZ,RJ,2020-05-18T00:00:00.000-03:00
2020-07-10,VYAIRE,Rio De Janeiro,MUNICIPIO,UTI,5,3.0E7,RESENDE - SECRETARIA MUNICIPAL DE SAÚDE,RJ,2020-07-15T00:00:00.000-03:00
2020-06-16,VYAIRE,Rondonia,MUNICIPIO,UTI,3,1.8E7,SECRETARIA MUNICIPAL DE SAÚDE (VILHENA),RO,2020-06-21T00:00:00.000-03:00
2020-12-18,VYAIRE LTV 2200 USA,Santa Catarina,MUNICIPIO,TRANSPORTE USA,1,6312597.0,HOSPITAL NOSSA SENHORA DOS NAVEGANTES,SC,2020-12-23T00:00:00.000-02:00
2020-07-24,KTK,Bahia,MUNICIPIO,TRANSPORTE,2,4000000.0,BIRITINGA - SECRETARIA MUNICIPAL DE SAÚDE,BA,2020-08-07T00:00:00.000-03:00
2020-08-14,VYAIRE,Bahia,MUNICIPIO,UTI,1,6000000.0,SMS DE SANTA TERESINHA,BA,2020-08-18T00:00:00.000-03:00
2020-06-26,MAGNAMED,Maranhão,MUNICIPIO,TRANSPORTE,10,4.829E7,SECRETARIA MUNICIPAL DE SAÚDE (SÃO LUÍS),MA,2020-07-03T00:00:00.000-03:00
2020-12-18,VYAIRE,Paraiba,MUNICIPIO,UTI,4,2.4E7,SMS DE SANTA RITA,PB,2020-12-21T00:00:00.000-02:00
2020-04-19,VYAIRE,Rio De Janeiro,ESTADO,UTI,40,2.4E8,ALMOXARIFADO ESTADUAL DE MEDICAMENTOS - RIO DE JANEIRO,RJ,2020-04-19T00:00:00.000-03:00
2020-07-14,VYAIRE,Rio Grande Do Norte,MUNICIPIO,UTI,1,6000000.0,TANGARÁ - SECRETARIA MUNICIPAL DE SAÚDE,RN,2020-07-15T00:00:00.000-03:00
2020-07-07,MAGNAMED,Rio Grande Do Sul,MUNICIPIO,TRANSPORTE,3,1.4487E7,PAROBÉ - HOSPITAL SÃO FRANCISCO DE ASSIS,RS,2020-07-10T00:00:00.000-03:00
2020-07-24,KTK,Rio Grande Do Sul,MUNICIPIO,TRANSPORTE,4,8000000.0,PELOTAS - SECRETARIA MUNICIPAL DE SAÚDE,RS,2020-08-03T00:00:00.000-03:00
2021-03-04,KTK,Rio Grande Do Sul,MUNICIPIO,TRANSPORTE,5,1.0E7,HOSPITAL CASA DE SAUDE SANTA MARIA,RS,2021-03-07T00:00:00.000-03:00
2020-07-31,KTK,Bahia,MUNICIPIO,TRANSPORTE,1,2000000.0,SMS DE CORACAO DE MARIA,BA,2020-08-08T00:00:00.000-03:00
2020-06-16,VYAIRE,Ceara,MUNICIPIO,UTI,10,6.0E7,SECRETARIA MUNICIPAL DE SAÚDE (SOBRAL),CE,2020-06-18T00:00:00.000-03:00
2021-01-15,VYAIRE,Minas Gerais,MUNICIPIO,UTI,3,1.8E7,HOSPITAL DA FUNDACAO CASA DE CARIDADE DE SAO LOURENCO,MG,2021-01-21T00:00:00.000-02:00
2021-03-11,KTK,Parana,MUNICIPIO,TRANSPORTE,2,4000000.0,SMS DE ITAPERUÇU,PR,2021-03-12T00:00:00.000-03:00
2021-01-28,VYAIRE,Rio De Janeiro,MUNICIPIO,UTI,10,6.0E7,HOSPITAL DAS CLINICAS DE TERESOPOLIS,RJ,2021-02-01T00:00:00.000-02:00
2020-05-24,MAGNAMED,Rio Grande Do Norte,ESTADO,TRANSPORTE,20,9.658E7,SECRETARIA MUNICIPAL DE SAÚDE,RN,2020-05-25T00:00:00.000-03:00
2020-07-07,VYAIRE,Rio Grande Do Sul,MUNICIPIO,UTI,5,3.0E7,SANTANA DO LIVRAMENTO - SANTA CASA DE SANTANA DO LIVRAMENTO,RS,2020-07-12T00:00:00.000-03:00
2020-06-26,VYAIRE,Bahia,MUNICIPIO,UTI,2,1.2E7,SECRETARIA MUNICIPAL DE SAÚDE (JUAZEIRO),BA,2020-07-01T00:00:00.000-03:00
2020-06-16,KTK,Mato Grosso,ESTADO,TRANSPORTE,10,2.0E7,SECRETARIA ESTADUAL DE SAÚDE,MT,2020-06-19T00:00:00.000-03:00
2020-06-26,VYAIRE,Rio Grande Do Norte,MUNICIPIO,UTI,5,3.0E7,SECRETARIA MUNICIPAL DE SAÚDE  (MOSSORÓ),RN,2020-07-03T00:00:00.000-03:00
2021-03-06,LEISTUNG,Rio Grande Do Norte,ESTADO,UTI,10,6.0E7,SES RIO GRANDE DO NORTE,RN,2021-03-09T00:00:00.000-03:00
2020-07-07,MAGNAMED,Rio Grande Do Sul,MUNICIPIO,TRANSPORTE,3,1.4487E7,CARAZINHO - HOSPITAL COMUNITÁRIO DE CARAZINHO,RS,2020-07-13T00:00:00.000-03:00
2020-08-27,MAGNAMED,Rio Grande Do Sul,MUNICIPIO,TRANSPORTE,1,4829000.0,SMS DE CACAPAVA DO SUL,RS,2020-09-02T00:00:00.000-03:00
2020-12-18,VYAIRE/INTERMED,Rio Grande Do Sul,MUNICIPIO,UTI,2,1.2E7,HOSPITAL PANAMBI,RS,2020-12-23T00:00:00.000-02:00
2020-07-24,VYAIRE,Santa Catarina,MUNICIPIO,UTI,5,3.0E7,ITAJAI - SECRETARIA MUNICIPAL DE SAÚDE,SC,2020-08-03T00:00:00.000-03:00
2021-03-17,LIFEMED,São Paulo,MUNICIPIO,UTI,4,2.4E7,HOSPITAL DR LEO ORSI BERNARDES ITAPETININGA,SP,2021-03-18T00:00:00.000-03:00
2020-12-23,VYAIRE,Amazonas,ESTADO,UTI,5,3.0E7,FUNDACAO HOSPITAL ADRIANO JORGE,AM,2020-12-24T00:00:00.000-02:00
2020-08-21,VYAIRE,Bahia,MUNICIPIO,UTI,2,1.2E7,SECR MUN DE SAUDE DE SAO FELIX  BA,BA,2020-08-26T00:00:00.000-03:00
2020-12-18,VYAIRE,Bahia,MUNICIPIO,UTI,10,6.0E7,HOSPITAL GERAL DE VITORIA DA CONQUISTA,BA,2020-12-21T00:00:00.000-02:00
2020-06-12,MAGNAMED,Goias,MUNICIPIO,TRANSPORTE,6,2.8974E7,SECRETARIA MUNICIPAL DE SAÚDE (ANAPOLIS),GO,2020-06-15T00:00:00.000-03:00
2020-08-14,VYAIRE,Goias,MUNICIPIO,UTI,3,1.8E7,SMS DE PADRE BERNARDO,GO,2020-08-20T00:00:00.000-03:00
2021-03-11,LIFEMED,Goias,ESTADO,UTI,30,1.8E8,SES GOIAS,GO,2021-03-13T00:00:00.000-03:00
2020-06-04,VYAIRE,Paraiba,MUNICIPIO,UTI,10,6.0E7,SECRETARIA MUNICIPAL DE SAÚDE (PARNAÍBA),PB,2020-06-06T00:00:00.000-03:00
2020-05-31,WEG,Rio De Janeiro,ESTADO,UTI,15,9.0E7,LABORATÓRIO QUÍMICO FARMACÊUTICO DE AERONÁUTICA,RJ,2020-06-01T00:00:00.000-03:00
2020-06-02,VYAIRE,Roraima,ESTADO,UTI,15,9.0E7,SECRETARIA ESTADUAL DE SAÚDE,RR,2020-04-01T00:00:00.000-03:00
2020-07-31,LEISTUNG,São Paulo,MUNICIPIO,UTI,2,1.2E7,SMS DE SAO ROQUE  SP,SP,2020-08-03T00:00:00.000-03:00
2020-07-07,MAGNAMED,Tocantins,MUNICIPIO,TRANSPORTE,2,9658000.0,ARAPOEMA - HOSPITAL REGIONAL DE ARAPOEMA,TO,2020-07-13T00:00:00.000-03:00
2020-07-31,KTK,Bahia,MUNICIPIO,TRANSPORTE,2,4000000.0,SMS DE RIACHO DE SANATANA,BA,2020-08-08T00:00:00.000-03:00
2020-08-27,MAGNAMED,Bahia,MUNICIPIO,TRANSPORTE,2,9658000.0,SMS DE CANDEAL,BA,2020-08-31T00:00:00.000-03:00
2020-07-10,MAGNAMED,Ceara,MUNICIPIO,TRANSPORTE,1,4829000.0,MILAGRES - SECRETARIA  MUNICIPAL DE SAÚDE,CE,2020-07-15T00:00:00.000-03:00
2020-07-24,KTK,Goias,MUNICIPIO,TRANSPORTE,5,1.0E7,CATALAO - SECRETARIA MUNICIPAL DE SAÚDE,GO,2020-08-03T00:00:00.000-03:00
2021-01-28,VYAIRE,Maranhão,MUNICIPIO,UTI,1,6000000.0,HOSPITAL MUNICIPAL ZUZA COELHO,MA,2021-02-03T00:00:00.000-02:00
2020-06-26,VYAIRE,Minas Gerais,MUNICIPIO,UTI,3,1.8E7,SECRETARIA MUNICIPAL DE SAÚDE - BETIM,MG,2020-06-29T00:00:00.000-03:00
2020-06-26,MAGNAMED,Minas Gerais,MUNICIPIO,TRANSPORTE,10,4.829E7,SECRETARIA MUNICIPAL DE SAÚDE - MONTES CLAROS,MG,2020-06-29T00:00:00.000-03:00
2020-07-24,VYAIRE,Mato Grosso Do Sul,ESTADO,UTI,5,3.0E7,CAMPO GRANDE -  SECRETARIA ESTADUAL DE SAÚDE,MS,2020-08-03T00:00:00.000-03:00
2021-04-06,LIFEMED,Paraiba,MUNICIPIO,UTI,5,3.0E7,SMS DE PIANCÓ,PB,2021-04-09T00:00:00.000-03:00
2020-07-17,MAGNAMED,Parana,MUNICIPIO,TRANSPORTE,1,4829000.0,CAMBARA - SECRETARIA MUNICIPAL DE SAÚDE,PR,2020-07-22T00:00:00.000-03:00
2020-08-14,MAGNAMED,Parana,MUNICIPIO,TRANSPORTE,1,4829000.0,SMS DE PRUDENTOPOLIS,PR,2020-08-16T00:00:00.000-03:00
2020-07-10,MAGNAMED,Rio De Janeiro,MUNICIPIO,TRANSPORTE,3,1.4487E7,CARAPEBUS - SECRETARIA MUNICIPAL DE SAÚDE,RJ,2020-07-15T00:00:00.000-03:00
2020-06-26,MAGNAMED,Rondonia,MUNICIPIO,TRANSPORTE,5,2.4145E7,SECRETARIA MUNICIPAL DE SAÚDE  (CACOAL),RO,2020-07-01T00:00:00.000-03:00
2020-07-15,MAGNAMED,Rio Grande Do Sul,MUNICIPIO,UTI,35,2.1E8,PORTO ALEGRE - SMS (IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PORTO ALEGRE),RS,2020-07-17T00:00:00.000-03:00
2020-06-25,KTK,São Paulo,ESTADO,TRANSPORTE,30,6.0E7,SECRETARIA ESTADUAL DE SAÚDE,SP,2020-06-25T00:00:00.000-03:00
2021-02-26,KTK,Ceara,MUNICIPIO,TRANSPORTE,2,4000000.0,HOSPITAL MUNICIPAL GOVERNADOR ADAUTO BEZERRA,CE,2021-02-26T00:00:00.000-03:00
2020-04-18,VYAIRE,Espirito Santo,ESTADO,UTI,5,3.0E7,HOSPITAL ESTADUAL DR JAIME SANTOS NEVES,ES,2020-05-19T00:00:00.000-03:00
2020-06-12,MAGNAMED,Goias,MUNICIPIO,TRANSPORTE,2,9658000.0,SECRETARIA MUNICIPAL DE SAÚDE (SENADOR CANEDO),GO,2020-06-15T00:00:00.000-03:00
2020-07-10,VYAIRE,Minas Gerais,MUNICIPIO,UTI,5,3.0E7,SECRETARIA MUNICIPAL DE SAÚDE - NANUQUE,MG,2020-07-17T00:00:00.000-03:00
2020-08-21,MAGNAMED,Minas Gerais,MUNICIPIO,TRANSPORTE,3,1.4487E7,SMS DE POUSO ALEGRE,MG,2020-08-25T00:00:00.000-03:00
2020-12-08,LEISTUNG,Minas Gerais,MUNICIPIO,UTI,1,6000000.0,SMS DE ITAMBACURI,MG,2020-12-10T00:00:00.000-02:00
2020-12-08,KTK,Minas Gerais,MUNICIPIO,TRANSPORTE,2,4000000.0,SMS DE CARMO DO PARANAIBA,MG,2020-12-09T00:00:00.000-02:00
2020-05-24,KTK,Paraiba,ESTADO,UTI,15,9.0E7,SECRETARIA ESTADUAL DE SAÚDE,PB,2020-05-25T00:00:00.000-03:00
2021-03-29,LIFEMED,Paraiba,MUNICIPIO,UTI,2,1.2E7,SMS DE CAMALAÚ,PB,2021-04-03T00:00:00.000-03:00
2020-06-26,VYAIRE,Pernambuco,MUNICIPIO,UTI,1,6000000.0,SECRETARIA MUNICIPAL DE SAÚDE (IGARASSU),PE,2020-06-30T00:00:00.000-03:00
2021-03-29,LIFEMED,Parana,MUNICIPIO,UTI,20,1.2E8,SES DE CURITIBA,PR,2021-03-31T00:00:00.000-03:00
2020-06-26,MAGNAMED,Rondonia,MUNICIPIO,TRANSPORTE,5,2.4145E7,SECRETARIA MUNICIPAL DE SAÚDE (PORTO VELHO),RO,2020-07-02T00:00:00.000-03:00
2020-08-21,VYAIRE,Rio Grande Do Sul,MUNICIPIO,UTI,5,3.0E7,SMS DE RIO GRANDE,RS,2020-08-25T00:00:00.000-03:00
2020-12-18,VYAIRE LTV 2200 USA,Santa Catarina,MUNICIPIO,TRANSPORTE USA,1,6312597.0,HOSPITAL ROGACIONISTA EVANGELICO,SC,2020-12-23T00:00:00.000-02:00
2020-12-08,LEISTUNG,Tocantins,MUNICIPIO,UTI,2,1.2E7,SMS DE ARAGUAINA,TO,2020-12-15T00:00:00.000-02:00
2020-07-24,KTK,Bahia,MUNICIPIO,TRANSPORTE,2,4000000.0,LAJE - SECRETARIA MUNICIPAL DE SAÚDE,BA,2020-08-07T00:00:00.000-03:00
2020-07-24,VYAIRE,Bahia,MUNICIPIO,UTI,2,1.2E7,POJUCA - SECRETARIA MUNICIPAL DE SAÚDE,BA,2020-08-07T00:00:00.000-03:00
2020-08-21,MAGNAMED,Bahia,MUNICIPIO,TRANSPORTE,2,9658000.0,SMS DE GOVERNADOR MANGABEIRA,BA,2020-08-26T00:00:00.000-03:00
2021-01-28,VYAIRE,Bahia,MUNICIPIO,UTI,4,2.4E7,HOSPITAL CALIXTO MIDLEJ FILHO,BA,2021-02-01T00:00:00.000-02:00
2020-07-31,KTK,Espirito Santo,ESTADO,TRANSPORTE,5,1.0E7,ALMOXARIFADO ESTADUAL DE MEDICAMENTOS - VITORIA,ES,2020-08-05T00:00:00.000-03:00
2021-04-08,INSPIRAR,Espirito Santo,MUNICIPIO,UTI,7,4.2E7,HOSPITAL RIO DOCE,ES,2021-04-11T00:00:00.000-03:00
2020-10-08,VYAIRE LTV 2200 USA,Goias,MUNICIPIO,TRANSPORTE USA,1,6312597.0,SMS DE MINACU,GO,2020-10-17T00:00:00.000-03:00
2021-03-29,LIFEMED,Minas Gerais,MUNICIPIO,UTI,7,4.2E7,CASA DE CARIDADE DE SAO LOURENCO,MG,2021-03-30T00:00:00.000-03:00
2020-06-26,VYAIRE,Parana,MUNICIPIO,UTI,2,1.2E7,SECRETARIA MUNICIPAL DE SAÚDE (CASTRO),PR,2020-06-28T00:00:00.000-03:00
2020-06-26,MAGNAMED,Rio De Janeiro,MUNICIPIO,TRANSPORTE,5,2.4145E7,SECRETARIA MUNICIPAL DE SAÚDE (VOLTA REDONDA),RJ,2020-07-02T00:00:00.000-03:00
2020-08-21,VYAIRE,Rio De Janeiro,MUNICIPIO,UTI,1,6000000.0,SMS DE PORCIUNCULA,RJ,2020-08-24T00:00:00.000-03:00
2021-01-28,VYAIRE LTV 2200 USA,São Paulo,MUNICIPIO,TRANSPORTE USA,2,1.2625194E7,UNIDADE MISTA DE SAUDE ANTONIA RAMOS PRI,SP,2021-01-29T00:00:00.000-02:00
2020-06-26,MAGNAMED,Alagoas,MUNICIPIO,TRANSPORTE,5,2.4145E7,SECRETARIA MUNICIPAL DE SAÚDE (SANTANA DO IPANEMA),AL,2020-07-01T00:00:00.000-03:00
2020-05-16,KTK,Amazonas,MUNICIPIO,UTI,20,1.2E8,SECRETARIA MUNICIPAL DE SAÚDE,AM,2020-06-17T00:00:00.000-03:00
2021-02-18,VYAIRE,Bahia,MUNICIPIO,UTI,3,1.8E7,SMS DE SEABRA,BA,2021-02-23T00:00:00.000-03:00
2020-06-26,MAGNAMED,Maranhão,MUNICIPIO,TRANSPORTE,1,4829000.0,SECRETARIA MUNICIPAL DE SAÚDE (TIMOM),MA,2020-07-03T00:00:00.000-03:00
2020-08-09,LEISTUNG,Maranhão,MUNICIPIO,UTI,1,6000000.0,SMS DE GRAJAU,MA,2020-08-15T00:00:00.000-03:00
2020-09-03,MAGNAMED,Mato Grosso,MUNICIPIO,TRANSPORTE,1,4829000.0,SMS DE NOVA CANAA DO NORTE,MT,2020-09-11T00:00:00.000-03:00
